Entity,Type
ઍન્ડરસન,Person
પૈસા,Product
પીએમ મોદી,Person
મહામન,Person
મદન મોહન માલવીય,Person
લંકા,Location
ગેટ,Location
માલ્યાર્પણ,Event
જનતા,Person
બંધારણ નિર્માતા,Person
प्रकाश जावडेकर,Person
राज्य,Organization
રમત ગમતના સાધનો,Product
બનાવ અંગેની જાણ,Person
સરપંચ,Person
પીયુષ ગોયલ,Person
આવકવેરામાંથી,Location
બાઇબલ,Location
ચક્ર,Event
આઇપીએલ,Event
પાલિકામાં,Organization
શાળા,Organization
દિવસો,Event
પ્રધાનમંત્રી,Person
એરીઝ ટેલીસ્કોપ,Organization
ઉત્તરાખંડ,Location
દેઓસ્થલ,Location
જાગૃતિ,Person
ક્વીન,Person
પ્રિન્સ ફિલિપ,Person
વિન્ડસર પેલેસ,Location
જોયું,Event
પ્રમાણસર,Location
બરફ,Event
દક્ષિણપૂર્વીય યુનાઇટેડ સ્ટેટ્સ,Location
નારાજ થવાનો પ્રશ્ન,Event
ધર્મના,Person
બંધારણ,Location
ધાણાજીરું,Product
મોદી,Person
જી-20 સમ્મેલન,Location
જી-20 સમ્મેલન,Event
પોલીસ,Organization
ઘટના,Event
હા,Organization
સાત લોકો,Person
એક મહિલા,Person
અમેરિકા,Location
,Person
,Organization
ફિલ્મે,Location
,Event
,Product
વડાપ્રધાન,Person
રાવણ,Person
કૅલેન્ડરને ખોલો,Event
કૅલેન્ડર,Product
દ્વાવિડ,Person
દ્વાવિડ નેશનલ ક્રિકેટ એકેડેમી,Organization
ઈન્ડિયા સિમેન્ટ ગ્રુપ,Organization
પ્રકાશસિંહ બાદલ,Person
પંજાબ,Location
તમને,Person
હવામાન વિભાગ,Organization
આખી દુનિયામાં,Location
કોરોના વાયરસનો કહેર,Event
રેસ્ક્યુ,Event
મલાઇકા,Person
અર્જુન કપુર,Person
હું,Person
રસ્તા,Location
ઘર,Location
ભારત,Location
પેરિસ,Location
શાંતિ સમજૂતી,Event
બેઠક,Organization
ઈતિહાસ,Event
ઓછામાં ઓછા ત્રણ વખત,Event
નવો કલર વેરિયન્ટ,Product
રોહિત શર્મા,Person
ન્યૂઝીલેન્ડ,Location
ટેસ્ટ,Event
વનડે,Event
બાળક,Person
ગંગા સરોવર,Location
પશ્ચિમ બંગાળ,Location
ચક્રવાતી તોફાન,Event
અમ્ફાન,Event
આ યુવાન,Person
,Person
ગુજરાત,Organization
કચ્છ,Location
સાલ,Location
ગ્રૂપ,Organization
અમદાવાદ,Location
ક્રાઈમ,Event
બે લોકો,Person
શેરી,Location
મોટરસાઇકલ,Product
પાંચ પર,Event
રાજનાથ સિંહ,Person
આ કમિટિ,Organization
કરિશ્મા,Person
તન્ના,Person
ઉપેન પટેલ,Person
બિગ બોસ 8,Product
વાયરસ,Product
ઝાડ,Location
શેરી,Location
લેમ્પ પોસ્ટ,Product
તે ક્યાંથે,Location
માછીમાર,Person
ત્યાં,Location
સાધનો,Product
પાણીના ધુણામાં,Location
રિઝર્વ બેંક ઓફ ઇન્ડિયા,Organization
બેસિક સેવિંગ એકાઉન્ટ,Product
Yahovaha,Organization
ઐતિહાસિક,Person
ઐતિહાસિક નિર્ણયો,Event
પી. ડી.,Person
ફાર્માસ્યુટિકલ્સ વિભાગ,Organization
શ્રી નરેન્દ્ર મોદી,Person
રાષ્ટ્રપ્રધાનમંત્રીમંડળ,Organization
નાણાં મંત્રાલય,Organization
નવી સ્પેશ્યલ લિક્વિડિટી સ્કીમ,Product
તેમ,Person
એક શિક્ષિત ઇજિપ્તીયન,Person
નવી રાજશાહી,Event
માસ્ક,Product
પત્ની,Person
દીકરી,Person
દીકરો,Person
ઘર,Location
જીડીપી,Person
આ અધ્યાત્મવિદ્યાપીઠો,Organization
પ્રધાનમંત્રીશ્રી નરેન્દ્ર મોદી,Person
કેન્દ્રીય મંત્રી મંડળે,Organization
ભારત,Organization
મોઝામ્બિક,Organization
ભારત,Location
મોઝામ્બિક,Location
સમજૂતી કરાર (એમઓયુ),Event
ઈસુ,Person
લોકો,Person
દીનદયાળ ઉપાધ્યાય,Person
ખેડૂત કલ્યાણ યોજના,Organization
લોનનાં ચેક,Product
રોશની,Person
મંદિર,Organization
કુમાર,Person
કોલકાતા પોલીસ,Organization
કોલકાતા,Location
ગરબા,Product
વસ્ત્રો,Product
તસ્કરો,Person
સીસીટીવી,Product
કેમેરા,Product
વાચકો,Person
તમે,Person
ગણેશે,Person
સુપ્રીમ કોર્ટ,Organization
ચાર,Person
ઘટના,Event
રાહુલ ગાંધી,Person
રાજસ્થાન,Location
હાઈકોર્ટ,Organization
રાજ્ય સરકાર,Organization
સુપ્રીમ કોર્ટ,Organization
ફિલ્મનું શૂટિંગ,Event
બીચ,Location
પુણેની કોલેજ ઓફ મિલિટ્રી એન્જીનીયરીંગ,Organization
કોર ઓફ એન્જીનીયર્સ,Organization
પુણે,Location
પ્રમુખયાજક,Person
મસીહ,Person
ઈસ્રાએલ,Organization
પ્રાયશ્ચિત દિવસે,Event
રાજા,Person
મહારાજા,Person
તેવામાં,Person
તે પત્ની,Person
મુંબઈ,Location
અલીબાગ,Location
,Person
,Organization
વડાપ્રધાન,Person
નાનપુરાસોનવાડ,Location
ભારત,Location
ગુજરાત,Location
મહેસાણા,Location
કડી,Location
ટ્રિપલ રિયર કેમેરા સેટઅપ,Product
ખ્રિસ્ત,Person
FIFA,Organization
World,Location
World Cup,Event
તેમણે,Person
પહેલી વાર,Event
એને,Person
આ ટ્રેનો સ્ટેશન,Location
મંગલસૂત્ર,Organization
કોણ,Person
ઘર,Organization
ઇલેક્ટ્રોનિક્સ,Organization
દુકાનો,Organization
ઉપકરણો,Product
દુનિયા,Location
સેરેના વિલિયમ્સ,Person
નાઓમી ઓસાકા,Person
US Open 2018,Event
આંધ્રપ્રદેશ પ્રાદેશિક,Organization
આંધ્રપ્રદેશ,Location
બેંગલુરુ,Location
વિજયવાડા,Location
કામગીરી ફરી શરૂ,Event
મનુષ્યો,Person
મનુષ્યો પર યુદ્ધો,Event
આફતો,Event
યશાયા,Person
શિક્ષા,Event
ત્યાં,Location
દિનેશ રામદીન,Person
જેસન મહોમ્મદ,Person
રોવમાં પોવેલ,Person
રાયડ એમ્રિટ,Person
કેમો પોલ,Person
ઓડિન સ્મિથ,Person
આન્દ્રે મેકકાર્થી,Person
એમએન સેમ્યુઅલ્સ,Person
એડીએસ ફ્લેત્ચર,Person
કેડવિક વોલ્ટન,Person
રોવમાં,Location
none,Person
none,Organization
none,Location
none,Event
none,Product
લેખક,Person
મીરાં,Person
કાશ્મીરના,Location
જમ્મુ,Location
શ્રીનગર,Location
ડોનાલ્ડ ટ્રમ્પ,Person
મેક્સિકો,Location
અમેરિકા,Location
યુઈડીએઆઇ,Person
યુઆઇડીએઆઇ,Organization
તેમણે,Person
પરમેશ્વર,Organization
પડતી,Location
અરુણ જેટલી,Person
આ બેઠક કેન્દ્રીય નાણાં,Organization
Anupam Kher,Person
Court,Organization
Muzaffarpur,Location
case filed,Event
ટારિઉઆબહેન,Person
દક્ષિણ પૅસિફિિક મહાસાગર,Location
કિરીબૅતી,Location
England,Organization
Match,Event
રેલવે મંત્રાલય,Organization
રાષ્ટ્રીય રેલવે,Organization
દિલ્હી,Location
મોદી,Person
ડોનાલ્ડ ટ્રંપ,Person
અમેરિકા,Location
થઈ ચર્ચા,Event
મારા મિત્ર,Person
બાલુ,Person
રાજ્યના ગૃહ મંત્રી,Person
પંચાયત રાજ મંત્રી,Person
ગ્રીન,Organization
પ્રકાશ,Person
એક મહિલા,Person
સામે,Location
હેઠળ,Location
February 2020,Event
February 2019,Event
સોનિયા ગાંધી,Person
ઇન્દિરા ગાંધી,Person
કોંગ્રેસ,Organization
પૂણ્ય તીથિ,Event
દુકાન માલિકો,Person
કતારગામ પોલીસ,Organization
કતારગામ,Location
પોલીસ મથક,Location
ઘટના,Event
ફરિયાદ નોંધાવી,Event
ઈસુ,Person
રૂમીઓ,Person
અમિત શાહ,Person
મોતિલાલ ઓસવાલ,Person
સિદ્ધાર્થ ખેમકા,Person
ફાઈનાન્શિયલ સર્વિસિસ,Organization
તેલંગણા,Location
આંધ્રપ્રદેશ,Location
Yahovah,Person
Yahovah's,Organization
જિમ,Person
એક અમેરિકન એરલાઇન્સ,Organization
આકાશ,Location
મહેશ માંજરેકર,Person
વિપક્ષ કૉંગ્રેસ,Organization
વાવાઝોડા,Location
વીજળી,Product
નાગપુર,Location
અમરાવતી,Location
પ્રતિવર્ષ,Organization
પ્રતિવર્ષ,Event
ખેરગામ,Location
ભારત,Location
ગુજરાત,Location
વલસાડ,Location
નવસારી,Location
તાલુકા,Location
ુદ્ધવ ઠાકરે,Person
પવારે,Person
ટ્રેન,Location
ટ્રેક,Location
કરણ જોહર,Person
સિટી,Product
ગોલ્ડન રિંગ,Product
દુષ્ટો,Person
Refined Oil,Product
મતદાન,Event
ચીન,Location
સબમરીન,Product
તુગલક રોડ થાણા પોલીસ,Organization
તુગલક રોડ,Location
કેસ,Event
એનપીઆર,Person
જન્મ સ્થળ,Location
જન્મ,Event
અમેરિકા,Location
બ્રાઝિલ,Location
રશિયા,Location
બ્રિટન,Location
ભારત,Location
કોવિડ-19,Event
ક્યાં,Location
મૃત્યુ,Event
જેકી,Person
સૈફ અલી ખાન,Person
જય સેવકરામાણી,Person
પૂજા એન્ટરટેઇનમેન્ટ,Organization
બ્લેક નાઇટ ફિલ્મ્સ,Organization
નોર્ધર્ન લાઇટ્‌સ ફિલ્મ્સ,Organization
ચાઈબાસા,Location
પશ્ચિમી સિંહભૂમ જિલ્લા,Location
ઇંગ્લેન્ડ,Organization
શ્રીલંકા,Organization
કૌભાંડ,Person
સારવાર,Event
સ્થળે,Location
Rahul,Person
NRC-NP,Organization
પીએમ નરેન્દ્ર મોદી,Person
મંત્રીમંડળ,Organization
સુવાદાણા,Product
સામગ્રી,Product
જલસો,Organization
બાઇબલ શિક્ષક,Person
બાઇબલ,Organization
કેવા,Person
ભાઈ,Person
અજય દેવગન,Person
મંદિર,Location
બાળ,Person
કમ્પ્યુટર,Product
 આવી ,Person
 એક ,Location
 એક બીજી ,Event
અર્જુન કપૂર,Person
મલાઈકા,Person
કિયારા,Person
અડવાણી,Person
હાલ શાહિદ કપૂર,Person
મીડિયા સેક્ટર,Organization
ભારત,Organization
ભારત,Location
Avocado,Organization
Avocado,Product
સ્ટીફન હાર્પર,Person
મોદી,Person
કેનેડા,Location
કર્ણાટક,Location
અજિત ડોભાલ,Person
રાષ્ટ્રીય સુરક્ષા,Organization
પ્રેસ,Organization
કોન્ફ્રેન્સ,Event
સ્ટાર-ડેલ્ટા,Organization
મનોજ સિન્હા,Person
મૂર્મુને,Person
LG,Organization
જમ્મુ કાશ્મીર,Location
બધાને,Product
રાજય સરકાર,Organization
બાકી,Location
કરીના કપૂર,Person
ખાન,Person
ચર્ચા,Location
અમે,Person
દેશ,Location
ડો.,Person
રાજ્ય સરકાર,Organization
પેન,Product
ચમચી,Product
તેલ,Product
મગજ,Product
બાપ્તિસ્મા,Person
પ્રેરિતો,Organization
બાપ્તિસ્મા,Event
ઈસુ ખ્રિસ્ત,Person
દેવ,Person
જ્ઞાની,Person
જેના,Product
અમે,Person
શફદરજંગ હોસ્પિટલ,Organization
બે મહાનાયક,Person
આતંકીઓ,Person
હુમલા,Event
આગના,Location
ઘટના,Event
આરોપી,Person
લોકલ કોર્ટ,Organization
એચઆઇવી,Organization
ત્રાસવાદીઓ,Organization
Name,Person
KDE,Organization
લોકો,Person
પથ્થરબાજી,Location
Limited,Organization
ફોન,Product
મોબાઈલ,Product
પરંતુ,Person
બ્રહ્મપુત્ર,Location
એસએ બોબડે,Person
પ્રશાંત ભૂષણ,Person
સુપ્રીમ કોર્ટ,Organization
તેના પિતા,Person
મૃત્યુ,Event
વિદેશ પ્રધાનો,Person
ભારત,Organization
પાકિસ્તાન,Organization
ન્યુ યોર્ક,Location
નિર્ધારિત બેઠક,Event
તમારું,Person
માતા ગંગા,Person
કાશી,Organization
કાશી,Location
ડૉક્ટર,Person
સાથીઓ,Person
ભાઈઓ,Person
બહેનો,Person
જમ્મુ,Location
કાશ્મીર,Location
नरेन्द्र मоди,Person
मुम्बई,Location
अमदावाद,Location
शरुआत,Event
बुलेट ट्रेन,Product
બાબેલોન,Location
રિયા ચક્રવર્તી,Person
સતીશ માનેશિંદે,Person
સેશન્સ કોર્ટ,Organization
સેશન્સ કોર્ટમાં,Location
પૂજા હેગડે,Person
રણવીર સિંહ,Person
કરીશ,Person
આગામી દિવસ,Event
સોનાક્ષી સિન્હા,Person
સલમાન ખાન,Person
બોલ્યુડ,Organization
દબંગ ફિલ્મ,Event
કારકિર્દી,Event
કાર્યક્રમ,Event
ગ્રીન ફીલ્ડ,Location
રિચા,Person
ભારતની સંસદ,Organization
દેશ,Location
રાજ્ય,Location
રમખાણો,Event
info,Person
ડુંગળી,Product
ઈજાગ્રસ્ત,Person
ભાવનગર હોસ્પિટલ,Organization
ભાવનગર,Location
મિસ્ટ્રેસ,Person
પત્તા,Product
મરી,Product
લવિંગ,Product
ઢોંગીઓ,Location
સભાસ્થાન,Location
રસ્તાઓ,Location
વિકાસદર,Organization
યહોવાહ,Person
યહોવાહના મિત્ર,Organization
ભારત,Location
ઓલઆઉટ,Event
વર્ષના અંતે,Event
મોદી,Person
નરેન્દ્ર મોદી,Person
પ્રધાનમંત્રીનું કાર્યાલય,Organization
નીતિ આયોગ,Organization
રાષ્ટ્રપતિ ભવન,Organization
નવી દિલ્હી,Location
નીતિ આયોગની ગવર્નિંગ કાઉન્સિલની ચોથી બેઠક,Event
એરિયા,Location
નરેન્દ્ર મોદી,Person
અશરફ ગની,Person
આમિર અમાનુલ્લાહ ખાન,Person
ભારત,Organization
અફઘાનિસ્તાન,Location
હેરાત,Location
મૈત્રી બંધના,Event
ઉત્તર-પૂર્વ,Location
ઈશાન,Location
ઘર,Location
અદાણી એન્ટરપ્રાઇઝીસ લિમિટેડ,Organization
ત્રણ એરપોર્ટ,Location
મોદી,Person
ગાઝિયાબાદ જિલ્લા,Organization
ગાઝિયાબાદ,Location
મોદીનગર,Location
મીણબત્તી,Location
ભીષણ આગ,Event
મીણબત્તી,Product
વિકી કૌશલ,Person
અનિલ કપૂર,Person
કરીના કપૂર ખાન,Person
આલિયા ભટ્ટ,Person
ભૂમિ પેડણેકર,Person
પાકિસ્તાન,Location
જેના,Person
એક માણસ,Person
ક્રીક,Product
ઘોડો,Product
યુરોપ,Organization
પતિ,Person
પત્ની,Person
પીયૂષ ગોયલ,Person
હું,Person
ડૉકટર્સ,Person
ઘટનામાં,Person
પ્રયાસ,Event
પહારો,Person
કોંગ્રેસ,Organization
યહોવાહ,Person
તે,Person
આગામી દિવસોમાં,Event
શોના,Person
જિલ્લા શિક્ષણ અધિકારી,Person
જિલ્લા,Location
બ્લડ પ્રેશર,Product
હજું,Person
જમીન,Location
ભારત,Location
ધર્મોલ્લાસભેર,Organization
મોરબી,Location
મહોત્સવ,Event
રાજનાથ સિંહ,Person
અરુણાચલ,Location
ચીન,Location
મુલાકાત,Event
ઉંચા મતદાન,Event
ભાજપા,Organization
એનડીએ,Organization
રાજ્યો,Location
ઘટના,Event
ગઠબંધન,Organization
પરિવાર,Person
ઘટના,Event
સગર્ભા,Person
કોંગ્રેસના નેતાઓ,Person
કાર્યકરો,Person
કોંગ્રેસ,Organization
સેવાદળ,Organization
રાષ્ટ્રીય પર્વ,Event
હવામાન વિભાગ,Person
હવામાન વિભાગ,Organization
દિવસભર,Event
જિજ્ઞેશ મેવાણી,Person
હાર્દિક પટેલ,Person
સતીશચંદ્ર મિશ્રા,Person
પાટીદાર અનામત આંદોલન,Organization
ગુજરાત,Location
કોલકાતા,Location
મહારેલી,Event
રમેશ,Person
કૌટુંબિક,Person
તેમને,Person
મા,Person
બાળક,Person
કોરોનાની મહામારી,Event
પ્રથમ,Person
ભારત,Location
મેચ,Event
લોકેશન,Location
સાથે,Person
મીઠું,Product
તેલ,Product
પપ્પા,Person
તે,Person
હોસ્પિટલ,Organization
સોમનાથ ચેટર્જી,Person
લોકસભા,Organization
તમે,Person
અધિકારીઓ,Person
જવાબદાર,Organization
અન્નદાતા,Person
ચીસ,Product
આશીર્વાદ,Person
સંમેલન,Location
ગૌતમ,Person
ગંભીર,Person
ગૌતમ ગંભીર ફાઉન્ડેશન,Organization
રામ,Person
સફાળા,Location
તેની,Person
હત્યા,Event
અદાલતી,Organization
લડાઈ,Event
दयानी,Person
સંસદ,Organization
સૈફ,Person
ભારત,Location
ફુટબોલ ચેમ્પિયનશીપ,Event
અમદાવાદ,Location
ટીસીએસ,Person
ભાજપ,Organization
પોલીસ,Person
પોલીસ,Organization
લેનોવો,Person
ફોલ્ડેબલ લેપટોપ,Product
જોન સ્મોલ,Person
થોમસ બ્રેટ,Person
પીટર પાર્કર,Person
રાષ્ટ્રીય સ્વચ્છ ગંગા મિશન,Organization
સ્વચ્છ ભારત મિશન,Organization
અમુક,Person
નિયમશાસ્ત્ર,Organization
મધ્ય પ્રદેશ,Location
આ જે કૃષિ ક્રાન્તિ,Event
Bill Ford,Person
Ford,Organization
Mahindra,Organization
Mahindra & Mahindra,Organization
India,Location
New strategy,Event
કોલેજ,Organization
કોલેજના ઓડીટીરિયમ હોલ,Location
કાર્યક્રમ,Event
અમેઠી,Person
MS Dhoni,Person
ટીમ ઈન્ડિયા,Organization
આખા,Location
દેશ,Location
દુનિયા,Location
રાજ્યસભા,Organization
GST બીલ,Event
આરોપીઓ,Person
ભૂગર્ભ,Location
ફરિયાદ,Event
ઈસુ,Person
વિશ્વિક મંચ,Organization
Metalloids,Organization
મંડળ,Location
ત્રણ વ્યક્તિ,Person
બનાવની,Person
પોલીસ,Organization
સ્થળ,Location
ઘટના,Event
Vader,Person
એક શૌચાલય,Location
દર્થ Vader માસ્ક,Product
ફોન,Product
સેમિનાર,Person
સેમિનાર,Event
પાયાવિહોણી,Event
સ્થાનિક પોલીસ,Person
પોલીસ,Organization
સ્થાનિક,Location
ઘટના,Event
પીએમ મોદી,Person
અમિત શાહ,Person
નીતિન ગડકરી,Person
રાજનાથ સિંહ,Person
સુષ્મા સ્વરાજ,Person
થાવરચંદ ગહલોત,Person
ભાજપ,Organization
રણદીપ હુડ્ડા,Person
વેલે ગામ,Location
નાસિક,Location
તમે,Person
Mishel Starck,Person
Trent Bolt,Person
Lasi t Mal lnga,Person
મોતાભાઇ,Person
નરેન્દ્ર મોદી,Person
ભારત,Person
નિશાનેબાજી,Event
ભારત,Location
આગેવાનો,Person
સલમાન ખાન,Person
મહેન્દ્ર સિંહ ધોની,Person
તમે,Person
માધવ દાસ,Person
વેંકૈયા નાયડૂ,Person
મનમોહનસિંહ,Person
સોનિયા ગાંધી,Person
શ્રી,Person
કોંગ્રેસ,Organization
લાલકિલ્લા,Location
માધવ દાસ પાર્ક,Location
શ્રી ધાર્મિક રામલીલા,Event
નરેન્દ્ર મોદી,Person
ડિનર પાર્ટી,Event
સરકાર,Organization
લોકો,Person
સંપૂર્ણપણે,Organization
મોદી,Person
પાકિસ્તાન,Location
ભારત,Person
ભારત બાયોટેક,Organization
કોવેક્સીન,Product
મેં,Person
રમત,Event
કયું,Person
સત્ય,Organization
બાળકી,Person
ગુજરાત,Location
સાબરકાંઠા જિલ્લા,Location
બળાત્કારની ઘટના,Event
બ્રિટન,Location
જર્મની,Location
અમેરિકા,Location
વિરોધ પ્રદર્શન,Event
રૂમી,Person
ગલાતી,Person
પડશે,Event
પ્રથમ વન-ડે,Event
બીજી વન-ડે,Event
વિજયભાઇ રૂપાણી,Person
રાજય,Organization
આથી,Person
પ્રતિમા,Person
પાર્ક,Location
બાઇક,Product
તેણે,Person
દેવ,Person
સમજણ,Event
મુશર્રફ,Person
સલમાન સફદર,Person
સરકાર,Organization
શાળાઓએ,Organization
શહેર,Location
પાર્ટી,Organization
મસાલેદાર ફુડ,Product
ઉજવણી,Event
અહેવાલ,Organization
આશા,Person
પ્રથમ શ્રેણી વિજય,Organization
ભારત,Location
તેઓ,Person
કુટુંબ,Organization
દરેક માટે,Event
મોટરસાઇકલ,Product
બિલાડી,Product
બધા,Person
તેલંગણાના,Organization
નારાયણપેટ,Location
જિલ્લા,Location
ઈશ્વરભક્ત,Person
સ્ટાર ઇન્ડિયા,Organization
ટીવી,Product
ડિજીટલ,Product
અજય દેવગન,Person
જવાબદાર,Person
દાનીયેલ રિવીઑરી,Person
જુસેપે બેનકેટી,Person
વાલ્ડૅન્સીસ,Organization
નીચે કામચલાઉ તારીખો,Event
ફોન,Product
હાર્દિક પટેલ,Person
કિંજલ પરીખ,Person
પ્રભુતામા,Organization
દીપિકા પાદુકોણ,Person
ચર્ચા,Event
એ બાદ,Person
સુપ્રીમ કોર્ટ,Organization
જેના,Person
સાઉદી અરબ,Location
સાઉથ આફ્રીકા,Location
ડૉ. અજય કુમાર,Person
સંરક્ષણ મંત્રાલય,Organization
કેરળ કેડર,Organization
કેરળ,Location
શાહ,Person
તુલસી પ્રજાપતિ,Person
સીબીઆઈ,Organization
એન્કાઉંટર કેસ,Event
ઈશ્વર,Person
FDI,Organization
ભારત,Location
Indian Army,Organization
Pakistan,Organization
India,Location
Pakistan,Location
Army,Event
રાજકારણ,Person
દુનિયામાં રક્ષણ,Person
દુનિયામાં,Location
ટ્રેન,Organization
બુકિંગની પ્રક્રિયા,Event
લોકો,Person
ભગવાન,Person
હું,Person
યહોવા,Person
હુ,Person
મારા કરતાં,Person
હું,Person
દેવની મંડળી,Organization
બુશિંગ,Product
કેપેસિટર,Product
Fayir Brigade,Organization
NDRF,Organization
ઘટનાસ્થળે,Location
બચાવ કાર્ય,Event
ભારત,Organization
આ દેશ,Location
નેતાઓ,Person
આતંકવાદી સંગઠનો,Organization
પોલીસ,Organization
ઘટના સ્થેળ,Location
મામલો ઉગ્ર બનતા,Event
કોવિન,Person
મે,Person
ભાજપ,Organization
યેદુરપ્પા,Person
ભાજપ,Organization
કર્ણાટક,Location
રાજકીય ઉથલપાથલ,Event
Kapil Sharma,Person
Malika Arora,Person
Khayan,Person
ચૂંક,Product
એલર્જી,Product
સંસ્થાનવાદ,Organization
માત્ર,Location
મુંબઈ,Location
કોલકત્તા,Location
મદ્રાસ,Location
દેશ,Location
યુગ,Event
આવ્યો,Event
ફરિયાદ,Event
ટ્રમ્પ,Person
દિલીપકુમાર,Person
મીનાકુમારી,Person
મધુબાલા,Person
બિહાર,Location
પકડવા વિવાહ,Event
સ્થિર જગ્યા,Location
સફેદ વિમાન,Product
UN,Organization
યુએન હ્યુમન રાઇટ્સ કાઉન્સિલ,Organization
ઇરાક,Organization
ఇరాక,Location
લાલ વાડ,Location
પેનડ,Product
વલ્લભાચાર્ય,Person
વલ્લભકુળ,Person
વંશજો,Location
બેઠકો,Location
સ્થાનો,Location
EPFO,Organization
Covid-19,Event
Lockdown,Event
પછી,Product
ગાજર,Product
ડુંગળી,Product
બટાટા,Product
રાષ્ટ્રપતિ,Person
ડોનાલ્ડ ટ્રમ્પ,Person
Rahul Gandhi,Person
ભાજપ સૈનિક,Person
ભાજપ,Organization
દર્શનશાસ્ત્ર,Organization
સમજૂતીકરાર,Event
યહોવા,Organization
યોગી આદિત્યનાથ,Person
ઉત્તરપ્રદેશ નગરનિગમ,Organization
ચૂંટણી,Event
સ્ત્રીઓ,Person
ખાંડ - 1 ચપટી,Product
સુનિલ નારાયણ,Person
એવીન લુઈસ,Person
શિમરોન હેટમાયર,Person
નિકોલસ પૂરન,Person
કાયરન પોલાર્ડ,Person
રોવમેન પોવેલ,Person
કાર્લોસ બ્રેથવેટ,Person
કીમો પોલ,Person
ખેરી પેરી,Person
શેલ્ડન કોટરેલ,Person
જોન કેમ્બેલ,Person
જેસન મોહમ્મદ,Person
ઓશેન થોમસ,Person
જેકી શ્રોફ,Person
ગેંગસ્ટર,Organization
વિરાટ કોહલી,Person
અનુષ્કા,Person
ભારતીય ક્રિકેટ,Organization
તમે,Person
હું,Person
તમારું ઘર,Location
સરકાર,Person
સરકાર,Organization
પ્રશ્ને,Event
કેલિફોર્નિયા ઇન્સ્ટિટ્યુટ ઓફ ટેકનોલોજી,Organization
ખેડૂતો,Person
કહેર,Location
કોરોના વાયરસ,Product
મોદી,Person
તેમણે,Person
હુમલા,Event
મેચ,Person
મેચ,Event
ઈસુ ખ્રિસ્ત,Person
સ્વર્ગ,Location
પૃથ્વી,Location
બજેટ 2018,Event
મામલે,Person
પોલીસ,Organization
આમિર ખાન,Person
મુંબઈ,Location
મહારાષ્ટ્ર વિધાનસભા,Organization
મહારાષ્ટ્ર,Location
અજય,Person
એક વરિષ્ઠ અધિકારી,Person
ડિસ્ક,Product
નરેન્દ્ર મોદી,Person
ડોનાલ્ડ ટ્રમ્પ,Person
તમને,Person
આસામ,Person
ભારત,Organization
ભારત,Location
વિગતો,Person
ઇમરાન ખાન,Person
જેનેલિયા ડિસૂજા,Person
મારો,Person
વાયરસ,Event
ભલામણ,Person
દૈનિક,Event
રકમ,Product
ભાજપ,Organization
સીપીઆઈ,Organization
ઘટના,Event
શ્રી નીતિન ગડકરી,Person
માર્ગ અને ધોરીમાર્ગ મંત્રીઓ,Organization
કેન્દ્રીય MSME,Organization
કોઅર જિઓ ટેક્સટાઇલ,Product
અરજી,Person
ઇંટ મકાન,Location
Road,Location
Block,Location
Tyreo,Product
રોડ,Location
હું,Person
આસપાસ,Location
શહેર કોટડા,Organization
પોલીસ,Organization
કોટડા,Location
પોલીસ સ્ટેશન,Location
બરફ,Location
રાજકોટ,Location
કૌટુંબિક,Person
ભાઈ,Person
કાકી,Person
દીકરી,Person
વ્યક્તિગત,Person
['વિકાસ'],Event
નીતૂ કપૂર,Person
રણબીર,Person
સ્વ,Event
amame,Person
આ દરમિયાન,Event
સિક્સર,Product
ફોર ફટકારી,Product
દમાસ્ક,Organization
દમાસ્ક,Location
ઈજા,Event
આદિત્ય પંચોલી,Person
વર્સોવા પોલીસ-સ્ટેશન,Organization
PM મોદી,Person
ITBP,Organization
ચીન બોર્ડર,Location
બદ્રીનાથ,Location
દિવાળીની ઉજવણી,Event
તમારો,Person
તેઓ,Person
મહિન્દ્રા,Organization
યુનાયટેડ વર્લ્ડ,Organization
કૉલેજ ઑફ ઈંડિયા,Organization
સી.આય.,Organization
નેશનલ કાઉન્સીલ,Organization
ચિંતા,Person
ટીમ ઇન્ડિયા,Organization
ઓસ્ટ્રેલિયા,Location
ન્યુઝીલેન્ડ,Location
યહોવાહ,Person
યરબુક,Event
akhilesh yadav,Person
સમાજવાદી પાર્ટી,Organization
યુપી,Location
દિલ્હી,Location
ભારત,Location
અમેરિકા,Location
કૅનેડા,Location
બ્રાઝિલ,Location
આર્જેન્ટિના,Location
ચંદ્રગ્રહણ,Event
પ્રધાનમંત્રી,Person
થર્ડ-પાર્ટી,Organization
ત્રણ વ્યક્તિઓ,Person
અમે,Person
શ્રેષ્ઠ મિત્ર,Person
સ્વિમિંગ બે,Event
માછલી,Product
Apple,Organization
ભારત,Location
આઇફોન 11 સીરીઝની કિંમત જાહેર કરવામાં આવી છે,Event
આઇફોન 11,Product
લાકડા,Location
ટેબલ,Location
પવિત્ર દિવસ,Event
માણસ,Person
દારૂબાજ,Product
ખુશી,Person
દીપ,Organization
પ્રગટાવજો,Product
કેપ્ટન એરોન ફિન્ચ,Person
ડેવિડ વોર્નર,Person
ઓસ્ટ્રેલિયા,Location
હું,Person
Hopal,Person
માલસામાન,Product
પોલીસ,Person
શાંતિ સમિતિ,Organization
સચિન,Person
આ ગામ,Location
તમે,Person
પોલીસ,Person
પોલીસ,Organization
ઘટનાની,Event
CCTV,Product
અનુષ્કા શર્મા,Person
વૉગ મેગેઝીન,Organization
