Word,Tag
बीआरओ,I-ORG
शिवालिक,B-LOC
शिवराज,B-PER
सिंह,I-PER
मी,B-PER
माझी खोली,B-LOC
ड्रग,B-PER
कंट्रोलर,I-PER
जनरल,I-PER
ऑफ,I-PER
इंडिया,I-PER
डीसीजी,B-ORG
नवी दिल्ली,B-LOC
कोरोना प्रतिबंधात्मक लसींना,B-PROD
आपण,B-PER
त्याम,B-PER
सोशल,B-ORG
मीडिया,I-ORG
ग्रामीण,B-ORG
2013-14,B-EVT
2017-18,B-EVT
रुपाली,B-PER
पाटील,I-PER
महाराष्ट्र,B-ORG
नवनिर्माण,I-ORG
सेना,I-ORG
महिला,B-ORG
पुणे,B-LOC
महाराष्ट्र,B-LOC
सातारा,B-LOC
आमचा,B-PER
दहशतवादी,B-ORG
संघटन,I-ORG
ते,B-PER
घर,B-LOC
प्रियांका,B-PER
गांधी,I-PER
ती,B-LOC
तेथून,B-LOC
राष्ट्रपती,B-PER
रामनाथ,I-PER
कोविंद,I-PER
अंत्यविधी,B-EVT
पहिल्या,B-PER
परमेश्वर,B-ORG
पालवी,B-LOC
उत्सव,B-EVT
झाड,B-PROD
खजुरीच्या झावळ्या,B-PROD
इराण,B-ORG
इस्रायल,B-LOC
 इराण,B-LOC
सिरिया,B-LOC
हवाई हल्ला,B-EVT
कोणी,B-PER
त्यामुळे,B-PER
चित्रपट,B-ORG
प्रदर्शन,B-EVT
राज्य,B-PER
प्रचारक,I-PER
पृथ्वी,B-LOC
इतर खेड्य,B-LOC
स्थानिक विकास,B-EVT
मनुष्य,B-PER
पत्रकार,B-PER
घडली आहे,B-EVT
मात्र,B-LOC
हा,B-LOC
दावा,B-EVT
दाभολकर,B-PER
सीबीआय,B-ORG
हत्त्याप्रकरणी,B-EVT
मनमोहन,B-PER
सिंग,I-PER
सरकार,B-ORG
नोटबंदी,B-EVT
त्यांना,B-PER
चौकशीनंतर,B-LOC
आगी,B-EVT
इथल्या,B-PER
साक्षIEDAR,B-PER
मंडळ,B-ORG
जवळपासच्या,B-LOC
त्याच,B-PER
प्रवासी,B-PER
मधील,B-LOC
प्रवास,B-EVT
त्यांनी,B-PER
नरेंद्र,B-PER
मोदी,I-PER
विद्यापीठ,B-ORG
राज्य,B-LOC
परीक्षा,B-EVT
ऑस्ट्रेलिया,B-LOC
हिंदुस्थान,B-LOC
दणदणीत,B-EVT
शाहरुख,B-PER
खान,I-PER
सिनेमा,B-LOC
जे,B-PER
देवाला,I-PER
मी,B-PER
कोणाची,B-PER
आईवडील,B-PER
दोन्ही बाजुंनी,B-LOC
अहरोनाचा,B-PER
मुलगा,I-PER
एलाजार,B-PER
इस्राएलाचा,B-PER
मुलगा,I-PER
लेवी,B-PER
रालोआला,B-PER
लोकसभा,B-ORG
लोकसभा निवडणूक निकाल 2019,B-EVT
घर,B-LOC
मी,B-PER
काही,B-ORG
सिक्कीम,B-LOC
पहिले सेंद्रिय राज्य घोषित करण्याच्या कार्यक्रम,B-EVT
करार,B-EVT
आप,B-ORG
आमचा,B-PER
हुरूप,B-EVT
मी,B-PER
इथे,B-LOC
devil,B-PER
यांतील,B-PER
B12,B-PROD
सरकार,B-PER
नीतिसूत्र,B-PER
บายबल,B-LOC
अशी,B-PROD
मी,B-PER
सिक्रेट,B-ORG
सर्व्हिस,I-ORG
चित्रपट,B-ORG
प्रमोशन,B-EVT
Goofi,B-PER
GNOME,B-ORG
xeyes,B-PROD
हि,B-PER
प्रेरणा,I-PER
आम्ही,B-ORG
अँड्राईड,B-PER
अँड्राईड,B-PROD
सरकार,B-ORG
संजूच्या,B-PER
बाबा,B-PER
प्रदर्शित,B-EVT
तुम्हाला,B-PER
आम्ही,B-PER
निवडणूक,B-ORG
आयोग,I-ORG
निवडणूक,B-EVT
रणबीर,B-PER
कपूर,I-PER
कतरीना,B-PER
कैफ,I-PER
सीनाय पर्वत,B-LOC
अरण्य,B-LOC
इस्राएल,B-LOC
संस्था,B-ORG
सचिन,B-PER
प्रदीप,B-PER
नाईक,I-PER
सरकार,B-PER
सरकार,B-ORG
त्यामुळे,B-PER
मला,B-PER
मी,B-PER
नाही,B-ORG
नाही,B-ORG
नाही,B-LOC
नाही,B-LOC
नाही,B-EVT
नाही,B-EVT
म्हणू,B-EVT
शकत,B-EVT
नाही,B-PROD
नाही,B-PROD
रिलायन्स,B-ORG
डिफेन्स,I-ORG
रिलायन्स,B-ORG
समुह,I-ORG
संरक्षण,B-ORG
मंत्रालय,I-ORG
राफेल विमान,B-PROD
तुम्हाला,B-PER
सर्वांला,B-PER
गरीबांच्या,B-PER
ज्या,B-PER
लोकांना,I-PER
राज्यातील,B-LOC
थ्रँकरचालक,B-PER
मुक्ताईनगर,B-LOC
गुन्हा दाखल,B-EVT
या,B-PER
बाप,B-PER
बेटी,B-PER
नौकर,B-PER
बahun,B-PER
यहुदी,B-PER
सुजाता,B-PER
चित्रपट,B-ORG
रुग्णालय,B-ORG
घरी,B-LOC
रुग्णालय,B-LOC
सोडण्यात,B-EVT
तपास,B-PER
पोलिस,B-ORG
आत्महत्या,B-EVT
घातपात,B-EVT
डिजिटल पेमेंट,B-PROD
वस्तू,B-PROD
अनिल,B-PER
देशमुख,I-PER
मुंबई,B-LOC
महाराष्ट्र,B-LOC
स्वदेशी,B-PER
जागरण,I-PER
मंचाने,I-PER
बीसीसीआय,B-ORG
दिल्ली,B-LOC
त्याचे,B-PER
बॉलिवूड,B-ORG
भारत,B-LOC
पाकिस्तान,B-LOC
युद्धसदृश्य स्थिती,B-EVT
मोशे,B-PER
अहरोन,B-PER
इस्राएल,B-LOC
सीनायाच्या वाळवंट,B-LOC
तुमच्या,B-PER
अग्निशमन,B-PER
दलाच्या,I-PER
जवानां,I-PER
अग्निशमन,B-ORG
दल,I-ORG
घटनास्थळ,B-LOC
राहुल,B-PER
गांधी,I-PER
भारतीय,B-ORG
राष्ट्रीय,I-ORG
कोंग्रेस,I-ORG
अमेठी,B-LOC
मुल,B-PER
पाळणाघर,B-ORG
पोलीस,B-PER
पोलीस,B-ORG
सीसीटीव्ही,B-LOC
मारहाणीची संपूर्ण घटना,B-EVT
सीसीटीव्ही,B-PROD
नेमका,B-PER
हा,B-LOC
अभिनेत्री,B-PER
जेटली,B-PER
केंद्र,B-ORG
सरकार,I-ORG
अमर,B-PER
राजूरकर,I-PER
मोहन,B-PER
हंबर्डे,I-PER
रुस,B-LOC
फ्रान्स,B-LOC
ब्रिटेन,B-LOC
अमेरिका,B-LOC
राज,B-PER
ठाकरे,I-PER
भाजप,B-ORG
महाराष्ट्र,B-ORG
नवनिर्माण,I-ORG
सेन,I-ORG
राष्ट्रवादी,B-ORG
काँग्रेस,I-ORG
काँग्रेस,B-ORG
महाराष्ट्र,B-LOC
लोकसभा,B-LOC
निवडणुकी,B-EVT
रस्त्यावर,B-LOC
वाहतुक,B-EVT
स्त्री,B-PER
पुरुष,B-PER
कंपनी,B-ORG
राज,B-PER
ठाकरे,I-PER
महात्मा,B-PER
गांधी,I-PER
नरेंद्र,B-PER
मोदी,I-PER
मनसे,B-ORG
मुंबई,B-LOC
महात्मा गांधीजींच्या जयंती,B-EVT
तर,B-LOC
दुसऱ्या सामन्यात,B-EVT
मला,B-PER
छत्तीसगड,B-LOC
दिवाळी साजरी,B-EVT
गाव,B-LOC
मी,B-PER
लग्न,B-EVT
त्यां,B-PER
आपल्या,B-ORG
बँक,I-ORG
मोबाईल डिव्हाइस,B-PROD
तिला,B-PER
जिल्हा,B-ORG
रूग्णालय,I-ORG
जिल्हा,B-LOC
भारत,B-LOC
न्यूझीलंड,B-LOC
ऑस्ट्रेलिया,B-LOC
इंग्लंड,B-LOC
सामना,B-EVT
रामनाथ,B-PER
कोविंद,I-PER
बिहार,B-LOC
राजगीर,B-LOC
विश्वशांती स्तुपच्या सुवर्ण महोत्सवी समारंभ,B-EVT
नवरात्र,B-EVT
येडियुरप्पा,B-PER
यावेळी,B-PER
पत्रकार,B-ORG
परिषद,I-ORG
पत्रकार परिषद,B-EVT
जरी,B-PER
मला,B-PER
आम्ही,B-PER
या,B-PER
जगात,B-LOC
त्यांच्या,B-PER
न्यायालय,B-ORG
कुठलाही,B-LOC
निरीक्षण,B-EVT
पोलिसांनी,B-PER
पोलिस,B-ORG
चौकशी करून,B-EVT
ठiekाणी,B-LOC
मांजरी,B-PER
आठवड्यात,B-EVT
कपिल,B-PER
सिब्बल,I-PER
काँग्रेस,B-ORG
नागरिकत्व सुधारणा कायदा,B-EVT
पेंग्विन,B-PER
उत्तर ध्रुवावर,B-LOC
नितीन,B-PER
गडकरी,I-PER
कांचन,B-PER
गडकरी,I-PER
नेपाळ,B-LOC
राजधानी,B-LOC
दिल्ली,B-LOC
सामूहिक अत्याचार,B-EVT
विद्यार्थ्य,B-PER
शिक्षक,B-ORG
अॅरॉन,B-PER
फिंच,I-PER
डार्सी,B-PER
शार्ट,I-PER
शॉन,B-PER
मार्श,I-PER
मार्कस,B-PER
स्टॉईनिस,I-PER
उस्मान,B-PER
ख्वाजा,I-PER
अॅलेक्स,B-PER
केरी,I-PER
पीटर,B-PER
हँड्सकोंब,I-PER
अॅश्टन,B-PER
टर्नर,I-PER
अॅडम,B-PER
झम्पा,I-PER
जेसन,B-PER
बेहरेनडोर्फ,I-PER
झाय,B-PER
रिचर्डसन,I-PER
पॅट,B-PER
कमिन्स,I-PER
एंड्रयू,B-PER
टाय,I-PER
नाथन,B-PER
कोल्टर,I-PER
नाईल,I-PER
नाथन,B-PER
लायन,I-PER
तडीपारीच्या,B-PER
तडीपारी,B-LOC
भंग,B-EVT
पोटमॅक नदी,B-LOC
समुद,B-LOC
तापसी,B-PER
लवकरचा,B-PER
भूमी,B-PER
Jesus,B-PER
Bible,B-ORG
त्यांना,B-PER
जयहॉंगीर,B-ORG
रुग्णालय,I-ORG
जयहॉंगीर रुग्णालय,B-LOC
डॉक्टर,B-PER
कोण,B-PER
भारतीय,B-ORG
पण,B-PER
गृह,B-ORG
मंत्रालय,I-ORG
केंद्र,B-ORG
सरकार,I-ORG
भारत,B-LOC
यापækी,B-ORG
शेतकर्‍यां,B-PER
देश,B-LOC
लोकसभा निवडणुका,B-EVT
भाजप,B-ORG
निवडणूक,B-EVT
ही,B-LOC
दोन्ही,B-ORG
चाचण्यांचे अहवाल,B-EVT
व्हेरिवॅक्स,B-ORG
लस गरोदर,B-PROD
एकाचा,B-PER
या अपघातात,B-LOC
मृत्यू,B-EVT
जखमी,B-EVT
तिसरी,B-ORG
परिसरात,B-LOC
कारवाई,B-EVT
भाषण,B-EVT
दही,B-LOC
मटार,B-PROD
भाविक,B-PER
प्रसादाचे,B-ORG
न्यायालय,B-ORG
न्यायालय,B-LOC
लेखक,B-PER
कपिल,B-PER
शर्मा,I-PER
जयपूर,B-LOC
त्याची,B-PER
पोलисांकडून,B-ORG
चौकशी,B-EVT
पंतप्रधान,B-PER
मोदी,I-PER
गृहराज्यमंत्री,B-PER
अक्षय तृतीयेचा,B-EVT
एस.,B-PER
एन.,I-PER
शुक्ला,I-PER
न्यायालय,B-ORG
नवी दिल्ली,B-LOC
अलाहाबाद,B-LOC
या,B-PER
हल्ल्यात,B-LOC
दिवसअखेरीर्पयत,B-EVT
खेळ,B-PROD
गदारोळ,B-PER
ज्येष्ठ,B-PER
आनंद,B-PER
शर्मा,I-PER
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
काँग्रेस,B-ORG
भाजपा,B-ORG
नवज्योत,B-PER
सिंह,I-PER
सिद्धू,I-PER
नवज्योत,B-PER
सिंह,I-PER
सिद्धू,I-PER
काँग्रेस,B-ORG
चंदिगड,B-LOC
पंजाब,B-LOC
आरोप,B-EVT
आपले,B-PER
आप,B-ORG
रिओ,B-LOC
पहिल्यांदा,B-EVT
खेळाडूंचे पथक,B-PROD
भारत,B-LOC
ऑस्ट्रेलिया,B-LOC
रवांडा,B-LOC
कंबोडिया,B-LOC
इराण,B-LOC
इराक,B-LOC
फिजी,B-LOC
चीन,B-LOC
 bahरीन,B-LOC
पोलीस,B-PER
पोलीस,B-ORG
नोहाने,B-PER
यहोवा,B-ORG
भारतीय,B-ORG
रेल्वे,I-ORG
हावडा,B-LOC
मुंबई,B-LOC
नागपूर,B-LOC
कोलकाता,B-LOC
ही भारतीय रेल्वेची नागपूर मार्गे मुंबई ते कोलकाता दरम्यान धावणारी जलद रेल्वेगाडी,B-PROD
त्यामुळे,B-LOC
नाव,B-LOC
वादंग,B-EVT
वीज उपकरणे,B-PROD
मी,B-PER
युरोप,B-LOC
स्थलांतरितांचे संकट,B-EVT
रस्ते,B-ORG
रेल्वे,B-ORG
जागा,B-PROD
कोण,B-PER
इरफान,B-PER
खान,I-PER
पाकिस्तान,B-LOC
आपण,B-PER
तुम्हाला,B-PER
झाले,B-EVT
निविदा,B-EVT
ठिकाणीं,B-LOC
सुनावण्या,B-EVT
यमुनाबाई,B-PER
बाप,B-PER
सातार,B-LOC
मृत्यु,B-EVT
मुलचेरा,B-LOC
गडचिरोली,B-LOC
घडली,B-EVT
पवित्र,B-PER
आत्मा,I-PER
सर्व,B-PER
प्रेषित,I-PER
पोलिस,B-PER
पोलिस,B-ORG
मिरवणूक,B-LOC
दगडफेकी,B-EVT
माझ्या,B-PER
नातेवाईकांचा,B-PER
अशोक,B-PER
गेहलोत,I-PER
भाजप,B-ORG
कॉंग्रेस,B-ORG
सरकार,B-ORG
शAILश,B-PER
सिंह,I-PER
भारत,B-LOC
किझेन,B-PER
लियूल,I-PER
अर्शद,B-PER
नदीम,I-PER
चीन,B-LOC
पाकिस्तान,B-LOC
Empirical,B-PER
दिल्ली,B-LOC
सरकार,B-ORG
पाहूया,B-PER
अॅप्स,B-PROD
त्यां,B-PER
त्याने,B-PER
विद्यापीठ,B-ORG
माजी,B-PER
विश्व,B-LOC
ट्रॅप शूटर,B-PROD
दोघांच्या,B-PER
पोलिसांत,B-ORG
साकोली,B-LOC
आलिया,B-PER
रणबीर,B-PER
ब्रह्मास्त्र,B-PROD
त्यांनी,B-ORG
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
काश्‍मीर,B-LOC
पहिल्या संसद अधивेशन,B-EVT
इलेक्ट्रॉनिक प्रोग्राम,B-PROD
पहिल्या,B-PER
शतकातील,I-PER
यहुदी,B-ORG
पहिल्या शतकातील,B-EVT
नितीश,B-PER
कुमार,I-PER
आसाम,B-LOC
बिहार,B-LOC
पोलिस,B-PER
पोलिस,B-ORG
त्यानंतर,B-PER
पोलिस,B-PER
पोलिस,B-ORG
कारवाई,B-EVT
यहोवाने,B-PER
इस्राएल,B-ORG
इस्राएल,B-LOC
युद्ध,B-EVT
DRDO,B-ORG
क्षेपणास्त्र,B-PROD
सॉफ्टवेअर,B-ORG
सोअर्समध्ये,B-PROD
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
कर्नाटक,B-LOC
मंगळुरु,B-LOC
दौऱ्याच्या पहिल्या टप्प्यात,B-EVT
लहान,B-PER
व्यवसायिक,I-PER
आपण,B-ORG
एलपीजी सिलिंडर्स,B-PROD
सीएनजी,B-PROD
महिला,B-PER
विहिरी,B-LOC
आत्महत्या,B-EVT
डागमार,B-PER
वाल्टर,I-PER
आयएलओ,B-ORG
इंडिया,I-ORG
इंडिया,B-LOC
तब्बल,B-PER
SBI,B-ORG
दिवाळखोरीत,B-EVT
अनिवासी,B-PER
भारतीय,I-PER
केंद्रीय,B-ORG
गृह,I-ORG
मंत्रालय,I-ORG
भारतीय,B-ORG
दूतावास,I-ORG
भारत,B-LOC
मडमा,B-PER
आता,B-PER
पंतप्रधान,I-PER
मोदी,I-PER
केदरानाथ,B-PER
जवळील,B-LOC
गuhemध्ये,B-LOC
एन्डायाप घटन,B-EVT
प्यारेलाल,B-PER
वडाली,I-PER
वडाली,B-ORG
ब्रदर्स,I-ORG
सूफी संगीत क्षेत्र,B-LOC
निधन,B-EVT
त्यांनी,B-PER
मेयर,B-ORG
एनएचडीपी,B-ORG
राष्ट्रीय महामार्ग,B-LOC
हायब्र이드 अॅन्युइटी मोडवर,B-PROD
दबंग,B-PER
खान,I-PER
सलमान,B-PER
मुंबई,B-LOC
'किक',B-EVT
दिल्ली,B-LOC
शास्ते,B-PER
राजकीय,B-PER
पोलिसांचा,B-ORG
खून,B-EVT
झाला,B-EVT
अभ्यास,B-PER
नवे वर्ष,B-EVT
त्याला,B-PER
भारत,B-ORG
विरोध,B-EVT
डायमंड,B-ORG
बुश,I-ORG
कार्यालय,I-ORG
सूरत,B-LOC
आंदोलन,B-EVT
पदाधिकारी,B-PER
कार्यकर्ते,B-PER
महिला,B-PER
सर्वत्र,B-LOC
नशीबवान,B-PER
घरात,B-LOC
१२,B-PER
जण,I-PER
७९,B-PER
जण,I-PER
 झाल.,B-EVT
अशोक,B-PER
चौधरी,I-PER
मदन,B-PER
मोहन,I-PER
झा,I-PER
अब्दुल,B-PER
जलील,I-PER
मस्तान,I-PER
अवदेशकुमार,B-PER
सिंग,I-PER
काँग्रेस,B-ORG
येशूच्या,B-PER
मалा,B-PER
तुम्ही,B-PER
पोलिस,B-PER
पोलिस,B-ORG
त्सुनामीच्या,B-PER
इंडोनेशिया,B-LOC
त्सुनामीच्या तडाख्यात,B-EVT
जम्मू,B-LOC
काश्मीर,B-LOC
पुरस्कृत दहशतवादी कारवायांचा,B-EVT
गुरंढोर,B-LOC
किंमती,B-PROD
ट्यूबलेस टायर्स,B-PROD
एलॉय व्हिल्स,B-PROD
मुख्यमंत्री,B-PER
शिवसेना,B-ORG
होणार,B-EVT
व्हॉट्सअ‍ॅप,B-ORG
जगात,B-LOC
व्हॉट्सअ‍ॅप,B-PROD
टर,B-PER
चक्क,I-PER
मुलानेच,I-PER
पोलिसांनी,B-ORG
क्वार्ट्‌झ,B-ORG
घड्याळे,B-PROD
देव,B-PER
तुम्ही,B-PER
आरोपीची,B-PER
न्यायालय,I-PER
न्यायालय,B-ORG
पंतप्रधान,B-PER
नरेंद्र,B-PER
मोदी,I-PER
इंदिरा,B-PER
गांधी,I-PER
कार्यालय,B-ORG
नवी दिल्ली,B-LOC
राजधानी,B-LOC
इंदिरा गांधी इनडोअर स्टेडियम,B-LOC
बुद्ध जयंती,B-EVT
उद्या बुद्ध जयंती उत्सव,B-EVT
त्याला,B-PER
पोलिसांनी,B-ORG
रुग्णालय,B-LOC
विनोदी,B-PER
सीपीला,B-PER
पंतप्रधान,B-PER
मोदी,I-PER
कराच्या,B-LOC
अंमलबजावणी,B-EVT
प्रीति,B-PER
वातावरण,B-PER
टप्या,B-PER
त्याचे,B-PER
तेव्हाचे,B-EVT
उत्तर भारत,B-LOC
थंडीची लाट,B-EVT
अध्यक्ष,B-PER
अधिकारप्राप्त,B-ORG
गट,I-ORG
देश,B-LOC
कोविड19,B-EVT
लॉकडाऊन,B-EVT
महामार्ग,B-ORG
पोलिस,I-ORG
घटना,B-EVT
तुमच,B-PER
खाण्यावर,B-LOC
खंबीर,B-PER
तर,B-PER
आपण,B-PER
जग,B-LOC
परीक्षेत,B-EVT
क्रिकेट,B-EVT
ते,B-PER
तब्बल,B-PER
साखळी,B-LOC
बॉम्बस्फोट,B-EVT
फ्लो,B-PER
बैठक,B-LOC
नुकत्याच पार पडलेल्या,B-EVT
लोकसभा,B-PER
वणगा,B-ORG
लोकसभा,B-LOC
निवडणूक,B-EVT
आप,B-PER
गुरु,B-PER
भूमी,B-LOC
पोलिस,B-PER
पोलिस,B-ORG
छापा,B-EVT
तुमच्या,B-PER
भारत,B-LOC
मेघा,B-PER
कुलकर्णी,I-PER
चंद्रकांत,B-PER
पाटील,I-PER
भाजप,B-ORG
पुणे,B-LOC
यासाठी,B-PER
सर्वांनी,B-ORG
प्रकाश,B-PER
जावडेकर,I-PER
सरकारन,B-PER
सोन,B-PROD
बुद्धाबालंग,B-PER
सचिन,B-PER
अहिर,I-PER
राष्ट्रवादी,B-ORG
शिवसेना,B-ORG
फ्रान्स,B-LOC
अमेरिका,B-LOC
बोपण्ण,B-PER
विजय,B-EVT
भारतीय,B-PER
कायदा,B-ORG
भारत,B-LOC
बाळासाहेब,B-PER
थोरात,I-PER
पृथ्वीराज,B-PER
चव्हाण,I-PER
अशोक,B-PER
चव्हाण,I-PER
काँग्रेस,B-ORG
सरकार,B-PER
सरकार,B-ORG
मंदिर,B-LOC
त्याला,B-PER
कोर्ट,B-ORG
कोर्टात हजर करण्यात आले,B-EVT
दिवाळी,B-EVT
व्हॉट्सऍप,B-ORG
व्हॉट्सऍप,B-PROD
ते,B-PER
मुंबई,B-ORG
मराठी,I-ORG
ग्रंथसंग्रहालय,I-ORG
तसे,B-PER
झाल्याचे,B-EVT
BSF,B-PER
Jawan's,I-PER
BSF,B-ORG
काश्मीर,B-LOC
गोळीबार,B-EVT
मेक्सिको,B-LOC
१८३६,B-EVT
१८४५,B-EVT
श्रद्धे,B-PER
परिसर,B-LOC
स्फोटा,B-EVT
Esha,B-PER
Gupta,I-PER
सीबीएसई,B-ORG
नीट,B-ORG
यूजीसी,B-ORG
संजय,B-PER
शिंदे,I-PER
रणजितसिंह,B-PER
नाईक,I-PER
राष्ट्रवादी,B-ORG
भाजप,B-ORG
माढामध्ये,B-LOC
राहुल,B-PER
गांधी,I-PER
फ्रान्स,B-LOC
भारत,B-LOC
लढाईत,B-EVT
गौतम,B-PER
बुद्ध,I-PER
याबाबत,B-ORG
थाळनेर,I-ORG
पोलीस,I-ORG
याबाबत थाळनेर पोलीस ठाण्यात,B-LOC
गुन्हा दाखल करण्यात आला,B-EVT
प्रशासन,B-PER
कॉलेज,B-ORG
मुलांशी,B-PER
बाप्तिस्म्य,B-PER
समर्पण,B-EVT
बाप्तिस्म्य,B-EVT
देवेंद्र,B-PER
फडणवीस,I-PER
अभियानादरम्यान,B-PER
गीत,B-ORG
आणि,I-ORG
नाटक,I-ORG
प्रभाग,I-ORG
महादेव,B-PER
गणेश,B-PER
उपराष्ट्रपती,B-PER
डॉ.,B-PER
भारत,B-LOC
नवी दिल्ली,B-LOC
आंतरराष्ट्रीय परिषद,B-EVT
खनिज,B-PROD
धातू,B-PROD
रवि,B-PER
राजा,I-PER
बेस्ट,B-ORG
समिती,I-ORG
मुंबई,B-ORG
महानगरपालिका,I-ORG
मुंबई,B-LOC
दीपक,B-PER
कपूर,I-PER
प्राधिकरण,B-ORG
शासन,B-ORG
कर्मचारी,B-PER
कामावर,B-ORG
हा,B-PER
मायलेशियन,B-ORG
संप्रदाय,I-ORG
युवक,B-PER
देश,B-ORG
या,B-PER
निर्णयाला,I-PER
पुरोहित,B-PER
सर्वोच्च,B-ORG
न्यायालय,I-ORG
याबाबत,B-PER
काँग्रेस,B-ORG
हलचाली सुरू केल्या आहेत,B-EVT
तारीख,B-EVT
नागरिक,B-PER
परिसर,B-LOC
त्यावेळी,B-PER
गुजरात,B-ORG
गुजरात,B-LOC
अनुराधा,B-PER
अग्रवाल,I-PER
स्टार,B-ORG
इंडिया,I-ORG
इंडिया,B-LOC
द नेक्स्ट फ्रंटियर: इंडियाज स्मार्ट सिटीज,B-PROD
घर,B-LOC
करण्यात,B-EVT
"७८,०००",B-PER
७,B-PER
जण,I-PER
बेट,B-LOC
मृत्यूमुखी,B-EVT
राजकीय,B-ORG
वर्तुळ,I-ORG
चर्चा,B-EVT
आपला,B-PER
त्यां,B-PER
बलवंत,B-PER
संपादक,B-PER
रत्नागिरी,B-LOC
11,B-EVT
कोथरुड,B-PER
पोलिस,B-ORG
कोथरुड पोलिस ठाणे,B-LOC
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
उद्धव,B-PER
ठाकरे,I-PER
नितीश,B-PER
कुमार,I-PER
रामविलास,B-PER
पासवान,I-PER
शिवसेना,B-ORG
लोक,B-ORG
जनशक्ती,I-ORG
पक्ष,I-ORG
न्यायालय,B-ORG
आयुक्त,B-PER
शिक्षण,B-ORG
यासंदर्भात,B-LOC
Modi,B-PER
इंग्रजी,B-ORG
वृत्तपत्र,I-ORG
मोदी,B-PER
सीबीआयने,B-PER
बिहार,B-ORG
पोलिस,I-ORG
पोलिस,B-PER
अधिकारी,I-PER
पोलिस,B-ORG
रेल्वे,B-ORG
अपघात,B-EVT
त्यांच्या,B-PER
सोनिया,B-PER
गांधी,I-PER
नरेंद्र,B-PER
मोदी,I-PER
काँग्रेस,B-ORG
आपले,B-ORG
स्थानिक उत्पादक,B-PROD
आयात,B-PROD
त्यां,B-PER
देश,B-LOC
तुमची,B-PER
नहम्या,B-PER
दीपिका,B-PER
पादुकोण,I-PER
रणवीर,B-PER
सिंह,I-PER
शाहिद,B-PER
कपूर,I-PER
पद्मावत,B-PROD
चित्रपट,B-PROD
शरद,B-PER
पवार,I-PER
प्रफुल्ल,B-PER
पटेल,I-PER
अजित,B-PER
पवार,I-PER
छगन,B-PER
भुजबळ,I-PER
मधुकरराव,B-PER
पिचड,I-PER
आर.,B-PER
आर.,I-PER
पाटील,I-PER
सुनिल,B-PER
तटकरे,I-PER
भास्कर,B-PER
जाधव,I-PER
जितेंद्र,B-PER
आव्हाड,I-PER
कंवलसिंग,B-PER
चौहान,I-PER
प्रगतीशील,B-ORG
शेतकरी,I-ORG
संघटन,I-ORG
सेनीपत,B-LOC
त्यांच्या,B-PER
भारत,B-LOC
मृत्यू,B-EVT
छायाचित्रकार,B-PER
राज्य,B-LOC
पीडित,B-PER
व्यक्ती,I-PER
दलित,B-ORG
समाज,I-ORG
त्यातील बहुतांशी घटनांत,B-EVT
काँग्रेस,B-ORG
धक्का,B-EVT
नितीन,B-PER
गडकरी,I-PER
केंद्र,B-ORG
सरकार,I-ORG
एमएसएमई,B-ORG
मालवाहू ठिकाणें,B-LOC
हंगाम,B-EVT
सिंधू,B-PER
समीर,B-PER
ऑस्ट्रेलियन ओपन,B-LOC
ऑस्ट्रेलियन ओपन,B-EVT
शरद,B-PER
पवार,I-PER
प्रफुल्ल,B-PER
पटेल,I-PER
अजित,B-PER
पवार,I-PER
छगन,B-PER
भुजबळ,I-PER
मधुकरराव,B-PER
पिचड,I-PER
आर.,B-PER
आर.,I-PER
पाटील,I-PER
सुनिल,B-PER
तटकरे,I-PER
भास्कर,B-PER
जाधव,I-PER
जितेंद्र,B-PER
आव्हाड,I-PER
कंवलसिंग,B-PER
चौहान,I-PER
प्रगतीशील,B-ORG
शेतकरी,I-ORG
संघटना,I-ORG
सेनीपत,B-LOC
त्यांच,B-PER
भारत,B-LOC
मृत्यू,B-EVT
छायाचित्रकार,B-PER
राज्य,B-LOC
राष्ट्रीय,B-LOC
शरद,B-PER
पवार,I-PER
प्रफुल्ल,B-PER
पटेल,I-PER
अजित,B-PER
पवार,I-PER
छगन,B-PER
भुजबळ,I-PER
मधुकरराव,B-PER
पिचड,I-PER
आर.,B-PER
आर.,I-PER
पाटील,I-PER
सुनил,B-PER
तटकरे,I-PER
भास्कर,B-PER
जाधव,I-PER
जितेंद्र,B-PER
आव्हाड,I-PER
कंवलसिंग,B-PER
चौहान,I-PER
प्रगतीशील,B-ORG
शेतकरी,I-ORG
संघटना,I-ORG
सेनीपत,B-LOC
त्यांच,B-PER
भारत,B-LOC
मृत्यू,B-EVT
छायाचित्रकार,B-PER
राज्य,B-PER
राष्ट्रीय पातळी,B-LOC
व्यक्ती,B-PER
दलित,B-ORG
समाज,I-ORG
घटनांत,B-EVT
काँग्रेस,B-ORG
नितीन,B-PER
गडकरी,I-PER
लघु,B-ORG
आणि,I-ORG
मध्यम,I-ORG
उदयोग,I-ORG
मंत्रालय,I-ORG
केंद्र,B-ORG
सरकार,I-ORG
त्याचप्रमाणे,B-LOC
रॅक्स,B-LOC
मालवाहू ठिकाणांमध्ये,B-LOC
सिंधू,B-PER
समीर,B-PER
