Entity,Type
ఎన్నికల ఫలితాలు,Event
పోలింగ్,Event
అతను,Person
సయింధవ లవణం,Product
ఐడైజ్డ్ ఉప్పు,Product
నాగార్జున,Person
కుమారస్వామి,Person
కర్ణాటక అసెంబ్లీ,Organization
రామనగర,Location
చెన్నపట్న,Location
ఎన్నికల్లో,Event
భార్య,Person
మైత్రీ మూవీ మేకర్స్,Organization
ఎ.కోదండరామి,Person
చిరంజీవి,Person
సోషల్ మీడియా,Organization
శ్రీకాకుళం,Location
ఎల్. ఎన్ పేట మండలం,Location
ఘటన,Event
ఐఎంఎఫ్,Organization
భారత్,Location
2016-17 సంవత్సరానికి,Event
ఈయన,Person
పి. వి. గిరి,Person
23,Person
దాంతో,Person
విభేదాలు తలెత్తుతాయి,Event
శ్రీకృష్ణుడు,Person
రాధల,Person
పండుగలు,Event
అతను,Person
అంది,Person
రామ్ చరణ్,Person
బ్లూబెర్రీస్,Product
పోలీసులు,Organization
బాష్పవాయివు,Product
ఇంజన్,Product
ట్రాన్సిమిషన్ సిస్టమ్,Product
ఈ,Person
ఫంక్షన్,Organization
మన,Organization
జెట్,Organization
room,Location
నెల్లూరు,Location
ఇశ్రాయేలీయులు,Person
యాజకులు,Person
లేవీయులు,Person
నెతీనీయులు,Person
పట్టణములు,Location
రాజ్యసభ,Organization
ముందుండి,Person
చిన్నమంద,Person
ఇశ్రాయేలు,Organization
ఇశ్రాయేలు,Location
తెల్చారు,Person
అనుష్క,Person
హాలీవుడ్,Organization
స్థానిక,Organization
ఏ,Person
కీర్తి,Person
ఎలాగైనా,Person
కాంగ్రెస్ పార్టీ,Organization
వచ్చే ఎన్నికల,Event
ఎవరి,Person
ఎక్కడేముందో,Location
Sikkim,Location
East Sikkim,Location
Rangpo,Location
South Sikkim,Location
Vehicle Disinfectant Bay,Product
మోడీ,Person
పార్లమెంట్,Organization
ఎన్టీఆర్,Person
బసవతారకం,Person
బాలకృష్ణ,Person
క్రిష్,Person
సాయి,Person
విష్ణువర్ధన్,Person
ఇందూరి,Person
తరణ్,Person
ఆదర్ష్,Person
ప్రోజెనిటార్ కణాలు,Product
గోపికృష్ణ,Person
యువీ క్రియేషన్స్,Organization
గోపికృష్ణ మూవీస్,Organization
పాత నోట్లు రద్దు చేయడం,Event
రూ,Product
బడ్జెట్,Organization
మత్స్యకారులు,Person
వాతావరణ శాఖ,Organization
సముద్రం,Location
చేపల,Product
సీపీ,Person
మైసూరు యూనివర్సిటీ,Person
మైసూరు యూనివర్సిటీ,Organization
మైసూరు,Location
భారత్,Location
వరుసగా మూడు వన్డేలు,Event
అఫ్గానిస్తాన్‌ అధ్యక్షుడు శ్రీ అశ్ రఫ్‌ గనీ,Person
అఫ్గానిస్తాన్‌,Organization
ఇరాన్,Location
ఆడపిల్ల,Person
పెళ్లిళ్లకు వీడియోలు తీసేవాడు,Person
కొణిదెల,Person
మెగాస్టార్ చిరంజీవి,Person
రామ్ చరణ్ తేజ్,Person
కొణిదెల ప్రొడక్షన్ బ్యానర్,Organization
కప్పు,Product
నారింజ,Product
కుంభకోణం,Organization
కోర్టులో,Location
కేసు నమోదు,Event
ఆయన,Person
బిజెపి,Organization
బిఎస్‌పి,Organization
ఎస్‌పి,Organization
కాంగ్రెస్,Organization
వివ్,Person
ఫ్రాన్స్,Location
పోలీసులు,Person
ద్విచక్ర వాహనదారులు,Person
పోలీసులు,Person
పోలీసులు,Organization
కోల్‌కతా,Location
కలకత్తా,Location
హెల్మెట్‌,Product
రాష్ట్ర ప్రభుత్వం,Organization
ఒక నిర్ణయానికి వచ్చాడు,Person
పూజ హెగ్డే,Person
ఆపిల్,Product
కాంగ్రెస్,Organization
ప్రభుత్వం,Organization
నదీ పరిసర ప్రాంతాల్లో,Location
ఎడ్ల బండ్ల,Product
ఆయన,Person
ప్రభుత్వరంగ బ్యాంకులు,Organization
హోల్కర్,Organization
రంజీ,Organization
ఢిల్లీ,Organization
ఇండోర్,Location
హోల్కర్‌ మైదానం,Location
ఢిల్లీ,Location
రంజీ ట్రోఫీ,Event
2017-18 సీజన్,Event
ఫైనల్,Event
Stifund,Product
పోలీసులు,Person
దుండగులలో,Location
విచారణ,Event
ప్రసాద్,Person
సీతానగరం పోలీస్‌స్టేషన్,Organization
ఐపీసీ,Organization
సీతానగరం,Location
పోలీస్‌స్టేషన్,Location
కేసు నమోదు,Event
ఏదోలోతైన,Event
సర్కారు,Organization
బ్యాంకులు,Organization
గృహ‌రుణాల,Product
సుయోధనుడు,Person
యంత్రం,Organization
నియంత్రణ,Product
ఎలా,Person
మెల్లగా,Person
వామనావతారము,Person
Mail Mobile,Organization
Mail Mobile,Product
అపొస్తలుల,Person
బైబిలు,Organization
కార్యములు,Event
బీజేపీ నాయకులు,Person
బీజేపీ,Organization
ప్రాజెక్టు,Organization
JMM,Organization
Congress,Organization
RJD,Organization
Jharkhand,Location
Elections 2019,Event
మిస్ట‌ర్ కెకె,Person
దాన్ని,Person
క్రైస్తవ సంఘానికి,Organization
దీంతో,Person
ఇద్దరి,Person
పరిచయం,Event
పెళ్లి,Event
ఆటోమేషన్,Organization
overseas,Organization
అనిరుద్,Person
తమిళ సంగీత,Organization
చిత్ర,Product
మోనాల్,Person
హారిక,Person
అరియానా,Person
అవినాష్,Person
అభిజిత్,Person
అఖిల్,Person
సొహైల్,Person
టైటిల్ రేస్‌‌,Event
నిర్మలా సీతారామన్,Person
భారత ఆర్థిక వ్యవస్థ,Organization
ఆత్మనిర్భర్ భారత్ అభియాన్,Organization
"కేంద్ర ఆర్థిక, కార్పొరేట్ వ్యవహారాల మంత్రి శాఖ",Organization
కోవిడ్-19,Event
అతని,Person
సంస్థలు,Organization
కోవింద్,Person
సాయుధ దళాల,Organization
మహేంద్ర సింగ్ ధోనీ,Person
విరాట్ కోహ్లీ,Person
మహారాష్ట్ర,Location
ముంబయి,Location
వర్షాలు,Event
Tata Motors,Organization
కమల్ హాసన్,Person
హాలీవుడ్,Organization
Fiat,Organization
Fiat India,Organization
Punto,Product
Punto Evo Hatchback,Product
Fiat Grande Punto,Product
అలహబాద్,Person
అలహబాద్,Location
అతని,Person
హెయిర్,Organization
నేను,Person
సినిమా,Event
అతను,Person
స్టేట్ బ్యాంక్ ఆఫ్ ఇండియా,Organization
లౌకికవాదం,Person
ఉన్న,Person
అన్నారు,Person
పార్టీ,Organization
బీజేపీ,Organization
ఆ సాయం,Person
ఆఫ్రికా,Location
తప్పతాగి,Organization
రైల్వే,Organization
టాటా మోటార్స్,Organization
ఇండియన్,Location
ఇంపాక్ట్ డిజైన్,Product
వాహనాల,Product
మోదీ,Person
స్విస్ బ్యాంకుల్లో,Organization
భారతీయుల,Location
ఖాతాల తొలి విడత,Event
నా,Person
బీజేపీ,Organization
హైదరాబాద్,Location
తెలంగాణ,Location
లోక్‌సభ ఎన్నికల్,Event
నోక్‌లాక్,Organization
తోనోక్న్యు,Organization
నోఖు,Organization
పాన్సో,Organization
చింగ్మీ,Organization
నోక్‌లాక్ ఉపవిభాగం,Location
నేను,Person
వనిత,Person
ముంబై,Location
మంత్రులు,Person
జైట్లీ,Location
అంత్యక్రియల్లో,Event
ఫోన్ల,Product
ప్రభుత్వం,Organization
నితీశ్ కుమార్,Person
శ‌ర‌ద్ యాద‌వ్,Person
బీహార్,Organization
బీజేపీ,Organization
జేడీయూ,Organization
బీహార్,Location
విష్ణువు,Person
చెన్నకేశవ స్వామి,Person
సౌరవ్ గంగూలీ,Person
వార్నర్,Person
ప్రధానమంత్రి శ్రీ నరేంద్ర మోదీ,Person
కేంద్ర మంత్రివర్గం,Organization
శ్రీ న‌రేంద్ర‌ మోదీ,Person
ఐసిటి,Organization
ప్రొ- యాక్టివ్ గ‌వ‌ర్నెన్స్,Organization
పిఆర్ఎజిఎటిఐ,Organization
ప్ర‌గ‌తి,Organization
14 వ స‌మీక్ష స‌మావేశానికి,Event
అనంతకళాపీఠం,Organization
పలు జిల్లాల్లో,Location
అక్కడ,Location
జరిగింది,Event
అంచనా వేస్తున్నారు,Person
కె. నారాయణ స్వామి,Person
ఉమ్మడి,Organization
ఏ అమ్మాయి,Person
ఊరు,Location
కరీంనగర్ హాస్పిటల్,Organization
కరీంనగర్,Location
వైద్యుడు,Person
పోలీసులు,Person
స్వీట్లు,Person
ఖురాన్,Person
బాగా,Person
కల,Product
ముంబై జట్టుకు,Person
ముంబై జట్టు,Organization
రంజీ ట్రోఫీ,Event
మృతదేహాల,Person
ఆయన,Person
ప్ర్త్యామ్నాయడిజైన్,Person
ఇంటి,Location
నాయకులు,Person
నన్ను,Person
టీడీపీ కార్యకర్తలు,Person
శ్రేణుల,Person
టీడీపీ,Organization
వైసీపీ,Organization
యేసు,Person
భూమిమీద,Location
క్లైవ్,Person
బెంగాల్,Location
భారతదేశాన్ని,Location
బ్రిటన్,Location
క్లైవ్ విజయం,Event
జిల్ ఫేం,Person
రాధాకృష్ణ,Person
అందాల భామ,Person
పూజా హెగ్డే,Person
జిల్ ఫేం రాధాకృష్ణ,Organization
తమిళనాట,Location
ఇద్దరు,Person
కారు,Organization
కారు,Product
ఉరుగుజ్జుల్లో,Location
గర్భం,Event
చనుబాలివ్వడం,Event
రైతుల,Person
ఇక,Location
అచ్చెన్నాయడు,Person
ఈఎస్సై,Organization
కుంభకోణం,Location
అరెస్టు,Event
ఆమె,Person
మృతి,Event
నిలదీశారు,Person
టీడీపీ,Organization
షూటింగ్,Event
నరేంద్రమోదీ,Person
సమావేశానికి,Event
బీజేపీ,Organization
జేడీయూ,Organization
ఢిల్లీ,Location
జిమ్నాస్ట్,Person
ప్రపంచకప్,Organization
ప్రపంచకప్,Event
క్లార్,Person
పచ్చయప్ప ముదలియార్,Person
మద్రాసు,Location
మోదీ,Person
భారత్,Organization
ఆర్థిక,Organization
వేలల్లో,Location
కేసులు నమోదవుతునే,Event
పోలీసులు,Organization
ఉస్మానియా ఆసుపత్రి,Organization
ఆయన,Person
బిజెపి,Organization
ఆమె,Person
అతడికి,Person
అడ్డనార,Person
మంచం,Location
వల్లభాచార్య సాధువు,Person
ఈ పట్టణం,Location
న్యాయస్థానం,Organization
విచారణ,Event
వ్యవసాయరంగంలో సంక్షోభం,Event
పోలీసులు,Person
పీ బీజేపీ నేతలు,Person
పీ బీజేపీ,Organization
ఇందులో,Person
పవన్ కళ్యాణ్,Person
బాబి,Person
ఆయన,Person
ప్రారంభ,Event
అన్వేషణి,Person
సెంటర్‌ ఫర్‌ పబ్లిక్‌ ఇంటరెస్ట్‌ లిటిగేషన్‌ చైర్మన్‌ ఎస్‌ఏ బోబ్డో,Person
ప్రజా రవాణా,Organization
సెంటర్‌ ఫర్‌ పబ్లిక్‌ ఇంటరెస్ట్‌ లిటిగేషన్‌,Organization
రాహుల్ సంక్రిత్యాన్,Person
సుప్రీంకోర్టు,Organization
రాహుల్ గాంధీ,Person
తనూశ్రీ దత్తా,Person
నానా పటేకర్,Person
ఆరు,Person
ఇంట్లో,Location
మురద్ అలీ,Person
బీహార్ రాష్ట్రంలోని వెస్ట్ చంపరన్ జిల్లాలోని,Organization
కోర్టులో,Organization
బీహార్,Location
రాష్ట్రం,Location
వెస్ట్ చంపరన్ జిల్లా,Location
కేసు నమోదైంది,Event
అన్నయ్య,Person
వదినె,Person
అమ్మల,Person
రాధా మోహన్ సింగ్,Person
సుభాష్ భమ్రే,Person
గిరీష్ మహాజన్,Person
కేంద్ర,Organization
మంత్రి,Organization
చర్చల్,Event
రాష్ట్ర శాసనసభ,Person
రాష్ట్ర శాసనసభ,Organization
జమ్మూ కాశ్మీర్,Location
మీకు,Person
దిల్ రాజు,Person
మారేడుమిల్లి రోడ్డు,Location
ప్రమాదం,Event
బస్సు,Product
బీజేపీ నేత‌లు,Person
మహీంద్రా,Person
మోజో 300,Product
అతను,Person
భారతదేశం,Location
రామనాథ్ కోవింద్,Person
నరేంద్ర మోడీ,Person
హైటెక్,Organization
హైటెక్ సిటీ-రాయదుర్గం,Location
ప్రారంభం,Event
మెట్రో సేవలు,Product
యాజకుడు,Person
అమె,Person
యెహోవా,Organization
కాంగ్రెస్ పార్టీ,Organization
డేవిడ్ లెటర్మాన్,Person
ఆల్టో,Organization
పోలీసులు,Person
మిస్సింగ్‌ కేసు,Event
యెహోవా,Person
సాతాను,Person
లోక,Location
మాసేరటి,Person
క్వాట్రోపోర్టే,Organization
ఫెరారీ,Organization
గిబ్లి,Location
ఫెరారీ 3.8 లీటర్ వి8,Product
మదన్,Person
ఆయన,Person
భారతదేశం,Location
రుతుపవనాల,Event
గ్రామం,Location
మనమందరం,Person
యింటి,Location
ఠాగూర్,Person
మధు,Person
వెంక‌ట్ మోహ‌న్,Person
ేవడయ్యా,Person
ప్రాథమిక,Organization
పరీక్ష,Event
దేవినేని ఉమామహేశ్వరరావు,Person
ప్రత్తిపాటి పుల్లారావు,Person
కొల్లు రవీంద్ర,Person
కామినేని శ్రీనివాస్,Person
కేశినేని శ్రీనివాస్,Person
కొనకళ్ల నారాయణ,Person
నన్నపనేని రాజకుమారి,Person
గద్దె అనురాధ,Person
కోనేరు శ్రీ్ధర్,Person
గద్దె రామ్మోహన్,Person
బొండా ఉమామహేశ్వరరావు,Person
బోడే ప్రసాద్,Person
బుద్దా వెంకన్న,Person
మహిళా కమిషన్,Organization
జిల్లా పరిషత్,Organization
పార్లమెంట్,Organization
సిబ్బంది,Person
ఎయిరిండియా,Organization
జాన్‌ సెనా,Person
ఇండియా,Organization
సాధారణ,Product
ఎవరికీ,Person
ఎప్పుడు,Event
షియోమి,Organization
బడ్జెట్ ఫోన్,Product
ఆక్టా-కోర్,Product
SoC,Product
snapdragon,Product
665 SoC,Product
ఆ పార్టీ,Person
పార్టీ,Organization
స్థానాలు,Location
రజనీకాంత్,Person
దర్బార్,Organization
పోలీసు,Organization
సుజుకి,Organization
భారతదేశం,Location
ఎర్టిగ ఎంపివి,Product
రెండవ ఎలక్ట్రిక్ వాహన,Product
పూర్తి డొమైన్,Organization
భరతదేశం,Location
చిలిక,Location
విషయం,Event
ఆయన,Person
కోర్టు,Organization
కిల్లో కుమారి,Person
అతను,Person
చర్యలు,Event
ఎవరు,Person
రాష్ట్రపతి,Person
భారత ప్రభుత్వం,Organization
ఉపాధ్యాయుని,Person
ఎవరికీ,Person
దావూద్ ఇబ్రహీం,Person
ఎఫ్డబ్ల్యూడి,Organization
టైర్ల,Product
శివుడి,Person
సంగమేశ్వరుడు,Person
జి. కె,Person
ఈ మేరకు రాష్ట్ర ఉన్నత విద్యా మండలి,Organization
ప్రకటన విడుదల,Event
హిల్లరీ క్లింటన్,Person
డెమోక్రాటిక్,Organization
2016 అధ్యక్ష ఎన్నికల్లో,Event
US నేవీ,Organization
వికీమీడియా కామన్స్,Organization
పబ్లిక్ డొమైన్,Product
ప్రజలు,Person
మారటోరియం,Organization
కాలం,Event
శిల్బధ్ర దత్తా,Person
బారక్‌పూర్ అసెంబ్లీ,Organization
ఏపీ ప్రభుత్వం,Organization
విరాట్ కోహ్లీ,Person
టీమిండియా,Organization
హైదరాబాద్,Location
పోలీసులు,Person
పోలీసులు,Organization
హోంమంత్రి,Person
సమర,Person
కొరియా,Location
చైనా,Location
ఎం. ఎం. ఎస్. వై,Organization
ఎన్‌సిఎల్ టి(నేషనల్ కంపెనీ లా ట్రిబ్యునల్),Organization
ఎస్సార్ స్టీల్,Organization
గుజరాత్,Location
ఇమామ్,Person
పోలీస్,Organization
పోలీస్ స్టేషన్,Location
వరుణ్ తేజ్,Person
భారత్,Organization
జర్మనీ,Organization
కార్టన్,Product
ఇంట్లో,Location
ఎలక్ట్రిక్ పొయ్యి,Product
పిల్ల,Person
రేంద్ర మోదీ,Person
కేంద్ర మంత్రివ‌ర్గం,Organization
సమావేశ‌మైన,Event
రాజకీయంగా తీవ్ర దుమారం,Event
మనము,Person
మదర్,Person
డాటర్,Person
ఘటన,Event
వీడియో,Product
వాట్సాప్,Product
ఎఐసీసీ కార్యదర్శి,Person
వి. హనుమంత రావు,Person
ప్రచార కమిటీ,Organization
ఎఐసీసీ,Organization
స్ట్రాటజీ కమిటీ,Organization
నరేంద్రమోదీ,Person
భారతదేశానికి,Organization
రుజువైంది,Event
మమత,Person
సీరియస్,Person
సర్కారు,Organization
గవర్నర్,Organization
పశ్చిమ బెంగాల్,Location
వ్యక్తి,Person
ఫేస్‌బుక్,Person
ట్విట్టర్,Person
ఫేస్‌బుక్,Organization
ట్విట్టర్,Organization
కోర్టు,Person
వీడియో కాన్ఫరెన్స్,Event
పెట్రో,Organization
ఈ చలికాలం ముగిసే సమయం,Event
పెట్రో,Product
TIkka Posters,Organization
Poster,Product
పాకిస్తాన్,Location
బంగ్లాదేశ్,Location
ఆప్ఘనిస్తాన్,Location
భారత్,Location
ప్రపంచ వాణిజ్యం,Organization
సీఎం,Person
దీక్ష,Event
అచ్చమైన ఆర్ట్ హౌస్,Organization
మనం,Person
అనంతరం,Person
ప్రసంగాన్ని,Event
టికెఎమ్,Organization
టొయోటా,Organization
జపాన్,Location
భారత,Location
కాంపాక్క్ ఎస్యూవీ,Product
ఫోన్,Organization
ఫోన్,Product
దేవీశ్రీ ప్రసాద్,Person
షారుఖ్‌ ఖాన్‌,Person
తల్లిదండ్రులు,Person
అమెజాన్,Organization
నెల్సన్,Person
1920ల ముగింపు,Event
1930ల ప్రారంభం,Event
జి. కిషన్‌రెడ్డి,Person
కేంద్ర హోం శాఖ,Organization
డు౦డీ వినాయకుడు,Person
భైరవుడి,Person
ఒక మేజర్,Person
నలుగురు జవాన్లు,Person
ఈ సంస్థ,Organization
కో పైలెట్,Person
ప్రమాదం,Event
క్లర్కులు,Person
బుకింగ్,Organization
ఈ సంఘటన,Event
పార్లమెంటు,Organization
కేంద్ర ప్రభుత్వం,Organization
న్యూఢిల్లీ,Location
ఆంధ్రప్రదేశ్‌,Location
పోలీసు,Organization
రైతుల,Person
నీకు,Person
సీన్,Person
సంఘటన,Organization
పంజాబ్,Location
ముక్త్‌సార్ జిల్లా,Location
రోగనిధోక,Organization
క్రీమ్,Product
ఆలివ్ నూనె,Product
ఆమె,Person
వైయస్సార్,Person
కాంగ్రెస్,Organization
పోరుబాట,Event
ఆయన,Person
మీరు,Person
పోలీస్‌ అధికారులు,Person
పోలీస్,Organization
శిరీష,Person
వచ్చే ఎన్నికల్లో,Event
నేను,Person
కూతురి,Person
లండన్,Location
వాహనదారులు,Person
పోలీసులు,Person
పోలీసులు,Organization
శ్రీరంజని,Person
ఉపరాష్ట్రపతి,Person
ఎన్నికల,Event
బిజెపి,Organization
పోలీసులు,Organization
సంఘటనా స్థలాన్ని,Location
కేసు నమోదు,Event
దర్యాప్తు,Event
ప్రభుత్వాదేశాల,Organization
కుమారుని,Person
ఆయన,Person
సిహెచ్,Organization
ఆమె,Person
చంద్రబాబు,Person
కేసీఆర్,Person
దాసరి,Person
దాసరి మృతి,Event
డిస్నీ,Organization
పోలీసులు,Person
కాల్పులు,Event
బాలిక,Person
సోషల్ మీడియా,Organization
స్పిన్నర్,Organization
అక్బర్,Person
అక్కడ,Location
అలా ఉన్నాడు,Person
ఇశ్రా,Person
యెహోవా,Person
యేలీయుల,Organization
యూదావారి,Organization
యెరూష,Location
ఆయన,Person
కలెక్టర్,Person
స్థానిక ఎమ్మెల్యే,Person
ఆమె,Person
కోర్టు,Organization
దేశం,Location
చిత్రబృందం,Person
రాజ్యసభ,Organization
ట్రిపుల్ తలాక్‌ బిల్లు,Event
నేను,Person
దేశం,Location
కొలంబియా,Location
ఈక్వెడార్,Location
పెరు,Location
చిలీ,Location
కె రంగరాజన్‌,Person
డి. రాజా,Person
సిపిఐ,Organization
ఆందోళన,Event
Meetoo,Organization
ప్రభావాన్ని,Person
ప్రధాని నరేంద్ర మోడీ,Person
ఎపి ముఖ్యమంత్రి చంద్రబాబు నాయుడు,Person
తెలుగుదేశం,Organization
ఉత్తర ప్రదేశ్,Location
నరికి,Person
సుశాంత్‌ సింగ్‌ రాజ్‌పుత్,Person
బాలీవుడ్ పరిశ్రమ,Organization
ఆత్మహత్య,Event
మళ్లీ రేసు,Event
ర‌చ‌యిత,Person
ఉద్యోగం,Person
త్యాగరాజన్ కుమారరాజా,Person
నలన్ కుమారస్వామి,Person
మిస్కిన్,Person
నీలం కె శేఖర్,Person
Super Delux,Organization
ఫ్రూట్,Product
కూరగాయల,Product
పియూష్ గోయల్,Person
జాతీయ ఉత్పాదకత మండలి,Organization
"కేంద్ర వాణిజ్య, పరిశ్రమల శాఖ",Organization
డి.పి.ఐ.ఐ.టి,Organization
సమీక్ష సమావేశం,Event
అయితే,Event
నాణెం,Product
భూమి,Location
అటవీశాఖ,Organization
విజయవాడ,Location
ఇశ్రాయేలీయుల,Organization
మహాబబులోను,Organization
బబులోను,Location
కూలిపోవడాన్ని,Event
డిస్ప్లే బ్రాండ్,Organization
పురుషులు,Person
కేడం లింగమూర్తి,Person
బొలిశెట్టి శివయ్య,Person
అక్క శ్రీనివాస,Person
కోమటి సత్యనారాయణ,Person
వంగర మల్లేశం,Person
పీఏసీఎస్,Organization
టౌన్‌ కాంగ్రెస్,Organization
గాంధీ,Person
గాంధీ ఆస్పత్రి,Organization
సముద్రం,Location
జీవచ్ఛవాలు,Product
సామాజిక,Organization
ముల్వి,Person
కాంగ్రెస్ పార్టీ,Organization
తృణమూల్ కాంగ్రెస్,Organization
డీఎంకే,Organization
ఎన్సీపీ,Organization
ఆర్జేడీ,Organization
జమ్ముకశ్మీర్,Location
కేంద్ర పాలిత ప్రాంతాలు,Location
విభజన,Event
ఆమ్చూర్,Location
పొడి,Product
భారత్,Organization
భారత్,Location
స్పిన్నర్ల,Product
COVID-19,Event
బీజేపీ,Organization
పెట్రోల్,Product
డీజిల్,Product
ఇవి,Person
హత్యలు,Event
ఆత్మహత్యలు,Event
అలోక్ కుమార్,Person
కర్ణాటక రిజర్వ్ పోలీసు విభాగం,Organization
కర్ణాటక,Location
అమెరికా,Location
ఇండియా,Location
డాలర్‌,Product
రూపాయి,Product
అవార్డు,Person
స్వర్ణ కమలం,Organization
బహుకరణ,Event
వెంకట్ రామ్‌జీ,Person
చంద్రబాబు,Person
కేసీఆర్,Person
దాసరి,Person
దాసరి మృతి,Event
Disney,Organization
దీంతో,Person
పోలీసులు,Organization
జరిపారు,Event
బాలిక,Person
ఇంట్లో,Location
స్పిన్నర్,Organization
మొగల చక్రవర్తి,Person
అక్బర్,Person
అలా,Person
గెలిచాడు,Event
యెహోవా,Person
ఇశ్రా యేలీయుల,Organization
యూదావారి,Organization
యెరూష,Location
ఆయన,Person
కలెక్టర్,Person
స్థానిక ఎమ్మెల్యే,Person
ఇంకో,Person
ఆమె,Person
కోర్టు,Organization
దేశం,Location
చిత్రబృందం,Person
రాజ్యసభ,Organization
ట్రిపుల్ తలాక్‌ బిల్లు,Event
నేను,Person
దేశం,Location
కొలంబియా,Location
ఈక్వెడార్,Location
పెరు,Location
చిలీ,Location
కె రంగరాజన్‌,Person
డి. రాజా,Person
సిపిఐ,Organization
ఆందోళన,Event
మీటూ,Organization
బీటా 1,Product
ప్రధాని నరేంద్ర మోడీ,Person
ఎపి ముఖ్యమంత్రి చంద్రబాబు నాయుడు,Person
తెలుగుదేశం,Organization
ఉత్తర ప్రదేశ్,Location
అఖండ విజయం,Event
కిరాతకంగా,Person
సుశాంత్‌ సింగ్‌ రాజ్‌పుత్‌,Person
బాలీవుడ్‌,Organization
రేసు,Event
ర‌చ‌యిత,Person
ఉద్యోగం,Person
చల్లని ఉడికించిన నీరు,Product
త్యాగరాజన్ కుమారరాజా,Person
నలన్ కుమారస్వామి,Person
మిస్కిన్,Person
నీలం కె శేఖర్,Person
సూపర్ డీలక్స్,Organization
ఫ్రూట్,Product
కూరగాయల,Product
పియూష్ గోయల్,Person
జాతీయ ఉత్పాదకత మండలి,Organization
"కేంద్ర వాణిజ్య, పరిశ్రమల శాఖ",Organization
డి.పి.ఐ.ఐ.టి,Organization
సమీక్ష సమావేశం,Event
ఈ భూమి,Location
అటవీశాఖ,Organization
విజయవాడ,Location
ఇశ్రాయేలీయుల,Organization
బబులోను,Location
విడుదల,Event
మహాబబులోను కూలిపోవడాన్ని,Event
డిస్ప్లే బ్రాండ్,Organization
టెక్నాలజీ,Product
నావిగేషన్,Product
పురుషులు,Person
ఆడవారి,Person
కేడం లింగమూర్తి,Person
బొలిశెట్టి శివయ్య,Person
అక్క శ్రీనివాస,Person
కోమటి సత్యనారాయణ,Person
వంగర మల్లేశం,Person
టౌన్‌ కాంగ్రెస్‌,Organization
గాంధీ,Person
గాంధీ ఆస్పత్రి,Organization
మనుష్యులు,Person
సముద్రం,Location
పీతలు,Product
చేపలు,Product
Narendra Modi,Person
INC,Organization
TMC,Organization
DMK,Organization
NCP,Organization
RGD,Organization
Jammu,Location
Kashmir,Location
Bill,Event
ఆమ్చూర్,Location
పొడి,Product
భారత్,Location
స్పిన్నర్,Product
బీజేపీ,Person
బీజేపీ,Organization
పెట్రోల్,Product
డీజిల్,Product
హత్యలు,Event
ఆత్మహత్యలు,Event
అలోక్ కుమార్,Person
కర్ణాటక రిజర్వ్ పోలీసు విభాగం,Organization
అమెరికా,Location
ఇండియా,Location
డాలర్‌,Product
రూపాయి,Product
అవార్డు బహుకరణ,Event
స్వర్ణ కమలం,Product
వెంకట్ రామ్‌జీ,Person
అతడు,Person
యూదా,Organization
పట్టణములు,Location
వీరిద్దరేగా,Person
భారీ,Organization
బీజేపీ,Person
బీజేపీ,Organization
ఆయన,Person
బైబిలు,Organization
షారుఖ్,Person
ఫేస్‌బుక్,Organization
స్త్రీల,Person
ఈపిఎఫ్‌ఓ,Organization
మిషన్ భగీరథ,Organization
రాష్ట్రం,Location
తాగునీటి,Product
ఆమె,Person
రెండో విడత,Location
ఎన్నికలు,Event
ఆరోగ్యమంత్రి,Person
అరుణాచల్‌ప్రదేశ్‌,Organization
కన్నుమూత,Event
వీలుంది,Product
ఎన్నో,Person
వీరి,Person
చింతలపూడి,Location
తూర్పుగోదావరి జిల్లా,Location
బాజాలు,Product
చక్రాలు,Product
ద్వారాలు,Product
సంతాపం,Event
ఇతడు,Person
పక్క ఊరి,Location
జాకీర్,Person
మహ్మద్ మెహతాబ్,Person
ఢిల్లీ,Location
దక్షిణపురి,Location
అంబేద్కర్ నగర్,Location
నిజాముద్దీన్,Location
2014,Event
తాతయ్య,Person
జొన్నపేలాలు,Product
అధిపతి,Person
యేసుద్వారా,Person
వీళ్లు,Person
దినకరన్,Person
సుకేశ్ చంద్రశేఖర్,Person
పూనం చౌదరి,Person
డ్రైవర్,Person
విషాదం,Event
భార్య,Person
భీమా,Organization
కాంగ్రెస్,Person
ఎస్పీ,Person
ఎల్జేపీ,Person
కాంగ్రెస్,Organization
బైక్,Product
కాంగ్రెస్ నేతల,Person
కాంగ్రెస్,Organization
నటి,Person
తమిళనాడు,Organization
తమిళనాడు,Location
ఉన్నత విద్యలో,Event
అభినందించాడు,Person
యుద్ధం,Event
శ్రద్ధా కపూర్,Person
హైదరాబాదు,Location
జీలకర్ర,Product
సోంపు,Product
మెంతులు,Product
ఆవాలు,Product
నల్ల జీలకర్ర,Product
ప్రభుత్వం,Organization
కేంద్ర ప్రభుత్వం,Organization
మన దేశం,Location
శబరిమల,Organization
శబరిమల,Location
మద్రాసు,Organization
మద్రాసు,Location
వేడకలు,Event
రాష్ట్ర,Location
ఆయన,Person
కాంగ్రెస్,Organization
టాటా,Organization
నెక్సాన్ ఎస్యూవీ,Product
దేశం,Location
బెల్ ల్యాబ్స్,Organization
Plan 9,Product
Inferno,Product
యెహోవా,Person
వెంకీ మామ,Person
జై లవ కుశ,Person
కెఎస్ రవీంద్ర,Person
బాబీ,Person
అతన్ని,Person
ఆస్పత్రి,Organization
