Entity,Type
Jesus,Person
Bible,Organization
त्यांना,Person
जयहॉंगीर रुग्णालय,Organization
जयहॉंगीर रुग्णालय,Location
डॉक्टर,Person
कोण,Person
भारतीय,Organization
पण,Person
गृह मंत्रालय,Organization
केंद्र सरकार,Organization
भारत,Location
यापækी,Organization
शेतकर्‍यां,Person
देश,Location
लोकसभा निवडणुका,Event
भाजप,Organization
निवडणूक,Event
ही,Location
दोन्ही,Organization
चाचण्यांचे अहवाल,Event
व्हेरिवॅक्स,Organization
लस गरोदर,Product
एकाचा,Person
या अपघातात,Location
मृत्यू,Event
जखमी,Event
तिसरी,Organization
परिसरात,Location
कारवाई,Event
भाषण,Event
दही,Location
मटार,Product
भाविक,Person
प्रसादाचे,Organization
न्यायालय,Organization
न्यायालय,Location
लेखक,Person
कपिल शर्मा,Person
जयपूर,Location
त्याची,Person
पोलисांकडून,Organization
चौकशी,Event
पंतप्रधान मोदी,Person
गृहराज्यमंत्री,Person
अक्षय तृतीयेचा,Event
एस. एन. शुक्ला,Person
न्यायालय,Organization
नवी दिल्ली,Location
अलाहाबाद,Location
या,Person
हल्ल्यात,Location
दिवसअखेरीर्पयत,Event
खेळ,Product
गदारोळ,Person
ज्येष्ठ,Person
आनंद शर्मा,Person
पंतप्रधान नरेंद्र मोदी,Person
काँग्रेस,Organization
भाजपा,Organization
नवज्योत सिंह सिद्धू,Person
नवज्योत सिंह सिद्धू,Person
काँग्रेस,Organization
चंदिगड,Location
पंजाब,Location
आरोप,Event
आपले,Person
आप,Organization
रिओ,Location
पहिल्यांदा,Event
खेळाडूंचे पथक,Product
भारत,Location
ऑस्ट्रेलिया,Location
रवांडा,Location
कंबोडिया,Location
इराण,Location
इराक,Location
फिजी,Location
चीन,Location
 bahरीन,Location
पोलीस,Person
पोलीस,Organization
नोहाने,Person
यहोवा,Organization
भारतीय रेल्वे,Organization
हावडा,Location
मुंबई,Location
नागपूर,Location
कोलकाता,Location
ही भारतीय रेल्वेची नागपूर मार्गे मुंबई ते कोलकाता दरम्यान धावणारी जलद रेल्वेगाडी,Product
त्यामुळे,Location
नाव,Location
वादंग,Event
वीज उपकरणे,Product
मी,Person
युरोप,Location
स्थलांतरितांचे संकट,Event
रस्ते,Organization
रेल्वे,Organization
जागा,Product
कोण,Person
इरफान खान,Person
पाकिस्तान,Location
आपण,Person
तुम्हाला,Person
झाले,Event
निविदा,Event
ठिकाणीं,Location
सुनावण्या,Event
यमुनाबाई,Person
बाप,Person
सातार,Location
मृत्यु,Event
मुलचेरा,Location
गडचिरोली,Location
घडली,Event
पवित्र आत्मा,Person
सर्व प्रेषित,Person
पोलिस,Person
पोलिस,Organization
मिरवणूक,Location
दगडफेकी,Event
माझ्या,Person
नातेवाईकांचा,Person
अशोक गेहलोत,Person
भाजप,Organization
कॉंग्रेस,Organization
सरकार,Organization
शAILश सिंह,Person
भारत,Location
किझेन लियूल,Person
अर्शद नदीम,Person
चीन,Location
पाकिस्तान,Location
Empirical,Person
दिल्ली,Location
सरकार,Organization
पाहूया,Person
अॅप्स,Product
त्यां,Person
त्याने,Person
विद्यापीठ,Organization
माजी,Person
विश्व,Location
ट्रॅप शूटर,Product
दोघांच्या,Person
पोलिसांत,Organization
साकोली,Location
आलिया,Person
रणबीर,Person
ब्रह्मास्त्र,Product
त्यांनी,Organization
पंतप्रधान नरेंद्र मोदी,Person
काश्‍मीर,Location
पहिल्या संसद अधивेशन,Event
इलेक्ट्रॉनिक प्रोग्राम,Product
पहिल्या शतकातील,Person
यहुदी,Organization
पहिल्या शतकातील,Event
नितीश कुमार,Person
आसाम,Location
बिहार,Location
पोलिस,Person
पोलिस,Organization
त्यानंतर,Person
पोलिस,Person
पोलिस,Organization
कारवाई,Event
यहोवाने,Person
इस्राएल,Organization
इस्राएल,Location
युद्ध,Event
DRDO,Organization
क्षेपणास्त्र,Product
सॉफ्टवेअर,Organization
सोअर्समध्ये,Product
पंतप्रधान नरेंद्र मोदी,Person
कर्नाटक,Location
मंगळुरु,Location
दौऱ्याच्या पहिल्या टप्प्यात,Event
लहान व्यवसायिक,Person
आपण,Organization
एलपीजी सिलिंडर्स,Product
सीएनजी,Product
महिला,Person
विहिरी,Location
आत्महत्या,Event
डागमार वाल्टर,Person
आयएलओ इंडिया,Organization
इंडिया,Location
तब्बल,Person
SBI,Organization
दिवाळखोरीत,Event
अनिवासी भारतीय,Person
केंद्रीय गृह मंत्रालय,Organization
भारतीय दूतावास,Organization
भारत,Location
मडमा,Person
आता पंतप्रधान मोदी,Person
केदरानाथ,Person
जवळील,Location
गuhemध्ये,Location
एन्डायाप घटन,Event
प्यारेलाल वडाली,Person
वडाली ब्रदर्स,Organization
सूफी संगीत क्षेत्र,Location
निधन,Event
त्यांनी,Person
मेयर,Organization
एनएचडीपी,Organization
राष्ट्रीय महामार्ग,Location
हायब्र이드 अॅन्युइटी मोडवर,Product
दबंग खान,Person
सलमान,Person
मुंबई,Location
'किक',Event
दिल्ली,Location
शास्ते,Person
राजकीय,Person
पोलिसांचा,Organization
खून,Event
झाला,Event
अभ्यास,Person
नवे वर्ष,Event
त्याला,Person
भारत,Organization
विरोध,Event
डायमंड बुश कार्यालय,Organization
सूरत,Location
आंदोलन,Event
पदाधिकारी,Person
कार्यकर्ते,Person
महिला,Person
सर्वत्र,Location
नशीबवान,Person
घरात,Location
१२ जण,Person
७९ जण,Person
 झाल.,Event
अशोक चौधरी,Person
मदन मोहन झा,Person
अब्दुल जलील मस्तान,Person
अवदेशकुमार सिंग,Person
काँग्रेस,Organization
येशूच्या,Person
मалा,Person
तुम्ही,Person
पोलिस,Person
पोलिस,Organization
त्सुनामीच्या,Person
इंडोनेशिया,Location
त्सुनामीच्या तडाख्यात,Event
जम्मू,Location
काश्मीर,Location
पुरस्कृत दहशतवादी कारवायांचा,Event
गुरंढोर,Location
किंमती,Product
ट्यूबलेस टायर्स,Product
एलॉय व्हिल्स,Product
मुख्यमंत्री,Person
शिवसेना,Organization
होणार,Event
व्हॉट्सअ‍ॅप,Organization
जगात,Location
व्हॉट्सअ‍ॅप,Product
टर चक्क मुलानेच,Person
पोलिसांनी,Organization
क्वार्ट्‌झ,Organization
घड्याळे,Product
देव,Person
तुम्ही,Person
आरोपीची न्यायालय,Person
न्यायालय,Organization
पंतप्रधान,Person
नरेंद्र मोदी,Person
इंदिरा गांधी,Person
कार्यालय,Organization
नवी दिल्ली,Location
राजधानी,Location
इंदिरा गांधी इनडोअर स्टेडियम,Location
बुद्ध जयंती,Event
उद्या बुद्ध जयंती उत्सव,Event
त्याला,Person
पोलिसांनी,Organization
रुग्णालय,Location
विनोदी,Person
सीपीला,Person
पंतप्रधान मोदी,Person
कराच्या,Location
अंमलबजावणी,Event
प्रीति,Person
वातावरण,Person
टप्या,Person
त्याचे,Person
तेव्हाचे,Event
उत्तर भारत,Location
थंडीची लाट,Event
अध्यक्ष,Person
अधिकारप्राप्त गट,Organization
देश,Location
कोविड19,Event
लॉकडाऊन,Event
महामार्ग पोलिस,Organization
घटना,Event
तुमच,Person
खाण्यावर,Location
खंबीर,Person
तर,Person
आपण,Person
जग,Location
परीक्षेत,Event
क्रिकेट,Event
ते,Person
तब्बल,Person
साखळी,Location
बॉम्बस्फोट,Event
फ्लो,Person
बैठक,Location
नुकत्याच पार पडलेल्या,Event
लोकसभा,Person
वणगा,Organization
लोकसभा,Location
निवडणूक,Event
आप,Person
गुरु,Person
भूमी,Location
पोलिस,Person
पोलिस,Organization
छापा,Event
तुमच्या,Person
भारत,Location
मेघा कुलकर्णी,Person
चंद्रकांत पाटील,Person
भाजप,Organization
पुणे,Location
यासाठी,Person
सर्वांनी,Organization
प्रकाश जावडेकर,Person
सरकारन,Person
सोन,Product
बुद्धाबालंग,Person
सचिन अहिर,Person
राष्ट्रवादी,Organization
शिवसेना,Organization
फ्रान्स,Location
अमेरिका,Location
बोपण्ण,Person
विजय,Event
भारतीय,Person
कायदा,Organization
भारत,Location
बाळासाहेब थोरात,Person
पृथ्वीराज चव्हाण,Person
अशोक चव्हाण,Person
काँग्रेस,Organization
सरकार,Person
सरकार,Organization
मंदिर,Location
त्याला,Person
कोर्ट,Organization
कोर्टात हजर करण्यात आले,Event
दिवाळी,Event
व्हॉट्सऍप,Organization
व्हॉट्सऍप,Product
ते,Person
मुंबई मराठी ग्रंथसंग्रहालय,Organization
तसे,Person
झाल्याचे,Event
BSF Jawan's,Person
BSF,Organization
काश्मीर,Location
गोळीबार,Event
मेक्सिको,Location
१८३६,Event
१८४५,Event
श्रद्धे,Person
परिसर,Location
स्फोटा,Event
Esha Gupta,Person
सीबीएसई,Organization
नीट,Organization
यूजीसी,Organization
संजय शिंदे,Person
रणजितसिंह नाईक,Person
राष्ट्रवादी,Organization
भाजप,Organization
माढामध्ये,Location
राहुल गांधी,Person
फ्रान्स,Location
भारत,Location
लढाईत,Event
गौतम बुद्ध,Person
याबाबत थाळनेर पोलीस,Organization
याबाबत थाळनेर पोलीस ठाण्यात,Location
गुन्हा दाखल करण्यात आला,Event
प्रशासन,Person
कॉलेज,Organization
मुलांशी,Person
बाप्तिस्म्य,Person
समर्पण,Event
बाप्तिस्म्य,Event
देवेंद्र फडणवीस,Person
अभियानादरम्यान,Person
गीत आणि नाटक प्रभाग,Organization
महादेव,Person
गणेश,Person
उपराष्ट्रपती,Person
डॉ.,Person
भारत,Location
नवी दिल्ली,Location
आंतरराष्ट्रीय परिषद,Event
खनिज,Product
धातू,Product
रवि राजा,Person
बेस्ट समिती,Organization
मुंबई महानगरपालिका,Organization
मुंबई,Location
दीपक कपूर,Person
प्राधिकरण,Organization
शासन,Organization
कर्मचारी,Person
कामावर,Organization
हा,Person
मायलेशियन संप्रदाय,Organization
युवक,Person
देश,Organization
या निर्णयाला,Person
पुरोहित,Person
सर्वोच्च न्यायालय,Organization
याबाबत,Person
काँग्रेस,Organization
हलचाली सुरू केल्या आहेत,Event
तारीख,Event
नागरिक,Person
परिसर,Location
त्यावेळी,Person
गुजरात,Organization
गुजरात,Location
अनुराधा अग्रवाल,Person
स्टार इंडिया,Organization
इंडिया,Location
द नेक्स्ट फ्रंटियर: इंडियाज स्मार्ट सिटीज,Product
घर,Location
करण्यात,Event
"७८,०००",Person
७ जण,Person
बेट,Location
मृत्यूमुखी,Event
राजकीय वर्तुळ,Organization
चर्चा,Event
आपला,Person
त्यां,Person
बलवंत,Person
संपादक,Person
रत्नागिरी,Location
11,Event
कोथरुड,Person
पोलिस,Organization
कोथरुड पोलिस ठाणे,Location
पंतप्रधान नरेंद्र मोदी,Person
उद्धव ठाकरे,Person
नितीश कुमार,Person
रामविलास पासवान,Person
शिवसेना,Organization
लोक जनशक्ती पक्ष,Organization
न्यायालय,Organization
आयुक्त,Person
शिक्षण,Organization
यासंदर्भात,Location
Modi,Person
इंग्रजी वृत्तपत्र,Organization
मोदी,Person
सीबीआयने,Person
बिहार पोलिस,Organization
पोलिस अधिकारी,Person
पोलिस,Organization
रेल्वे,Organization
अपघात,Event
त्यांच्या,Person
सोनिया गांधी,Person
नरेंद्र मोदी,Person
काँग्रेस,Organization
आपले,Organization
स्थानिक उत्पादक,Product
आयात,Product
त्यां,Person
देश,Location
तुमची,Person
नहम्या,Person
दीपिका पादुकोण,Person
रणवीर सिंह,Person
शाहिद कपूर,Person
पद्मावत,Product
चित्रपट,Product
शरद पवार,Person
प्रफुल्ल पटेल,Person
अजित पवार,Person
छगन भुजबळ,Person
मधुकरराव पिचड,Person
आर. आर. पाटील,Person
सुनिल तटकरे,Person
भास्कर जाधव,Person
जितेंद्र आव्हाड,Person
कंवलसिंग चौहान,Person
प्रगतीशील शेतकरी संघटन,Organization
सेनीपत,Location
त्यांच्या,Person
भारत,Location
मृत्यू,Event
छायाचित्रकार,Person
राज्य,Location
पीडित व्यक्ती,Person
दलित समाज,Organization
त्यातील बहुतांशी घटनांत,Event
काँग्रेस,Organization
धक्का,Event
नितीन गडकरी,Person
केंद्र सरकार,Organization
एमएसएमई,Organization
मालवाहू ठिकाणें,Location
हंगाम,Event
सिंधू,Person
समीर,Person
ऑस्ट्रेलियन ओपन,Location
ऑस्ट्रेलियन ओपन,Event
शरद पवार,Person
प्रफुल्ल पटेल,Person
अजित पवार,Person
छगन भुजबळ,Person
मधुकरराव पिचड,Person
आर. आर. पाटील,Person
सुनिल तटकरे,Person
भास्कर जाधव,Person
जितेंद्र आव्हाड,Person
कंवलसिंग चौहान,Person
प्रगतीशील शेतकरी संघटना,Organization
सेनीपत,Location
त्यांच,Person
भारत,Location
मृत्यू,Event
छायाचित्रकार,Person
राज्य,Location
राष्ट्रीय,Location
शरद पवार,Person
प्रफुल्ल पटेल,Person
अजित पवार,Person
छगन भुजबळ,Person
मधुकरराव पिचड,Person
आर. आर. पाटील,Person
सुनил तटकरे,Person
भास्कर जाधव,Person
जितेंद्र आव्हाड,Person
कंवलसिंग चौहान,Person
प्रगतीशील शेतकरी संघटना,Organization
सेनीपत,Location
त्यांच,Person
भारत,Location
मृत्यू,Event
छायाचित्रकार,Person
राज्य,Person
राष्ट्रीय पातळी,Location
व्यक्ती,Person
दलित समाज,Organization
घटनांत,Event
काँग्रेस,Organization
नितीन गडकरी,Person
लघु आणि मध्यम उदयोग मंत्रालय,Organization
केंद्र सरकार,Organization
त्याचप्रमाणे,Location
रॅक्स,Location
मालवाहू ठिकाणांमध्ये,Location
सिंधू,Person
समीर,Person
ऑस्ट्रेलियन ओपन,Location
ऑस्ट्रेलियन ओपन,Event
मला,Person
माझ्या समुपदेशकांची,Person
पुन्हा एकदा नैराश्याचा सामना,Event
त्याच,Person
न्यायालय,Organization
पोलिस,Organization
मार्गाव,Location
विसर्जन मिरवणूक,Event
सर्व जण,Person
काम,Event
जामीन,Location
या,Person
इमारत,Location
हल्ल्यात,Event
खिडक्यांच्या काचा,Product
न्यूझीलंड,Organization
न्यूझीलंड,Location
सोशल मीडिया,Organization
शिक्षक,Person
शस्त्रक्रियाही,Event
डॉक्टर,Person
बुलडाणा जिल्ह्या,Location
खामगाव,Location
व्यक्ती,Person
मात्र,Person
डॉक्टरांनी,Person
तपासणी,Event
तर,Person
पोलीस,Organization
रेस्क्यू टीम,Organization
घटनास्थळी,Location
शहरात,Location
प्रादुर्भाव,Event
पवार,Person
पत्रकार परिषद,Organization
विधानभवन,Location
यहोवाचा,Person
यहोवा,Person
यहोवा,Person
नात्सी छळ,Event
याबरोबरच,Person
पोलिस,Organization
तात्काळ स्थानिक रुग्णालय,Location
एएनआय,Organization
भागात,Location
चकमक सुरू,Event
शैलजा मोरे,Person
भाजप,Organization
मोदी,Person
विराट कोहली,Person
टीम इंडिया,Organization
रॅंकिंग,Event
आले-लसणाची पेस्ट,Product
लहान चमचे,Product
कंपनी,Organization
गडहिंग्लज,Location
चंदगड,Location
एैनापूर,Location
पाणी आल्याने,Event
त्याच्या,Person
युद्ध,Event
सहकaranगर पोलीस,Organization
सहकaranगर,Location
देव,Person
राज,Person
राज्य,Location
द्रौपदी मुरमू,Person
जयंत सिन्हा,Person
रघुवर दास,Person
झारखंड,Location
देव,Person
ब्रायन लारा,Person
रिचर्डस्,Person
कोहली,Person
सैफखेरीज,Person
सोनाक्षी सिन्हा,Person
त्यांनी,Person
सार्वभौम,Organization
महमद नाशीद,Person
महमद नाशीद,Person
भारत,Location
मालदीव,Location
तीन जण,Person
जिल्हा,Location
मला,Person
विद्यार्थ्यांना,Organization
नियम,Organization
गाव,Location
मुंबई,Location
लंडन,Location
कार्यशाळा,Organization
व्याख्यान,Event
चंकी पांडे,Person
अनन्या पांडे,Person
तारा सुतारिया,Person
अंकिता,Person
राकीम,Person
애나 블린кова,Person
Потапова,Person
रशिया,Location
याचा,Person
देश,Location
कोकण,Location
गोव्यात,Location
मध्य महाराष्ट्रात,Location
मराठवाड्यात,Location
विदर्भात,Location
पाऊस,Event
सिरिल,Person
मेथोडियस,Person
रोम,Location
कोल्हापूर,Location
सांगली,Location
पुराने थैमान,Event
एडिसन,Person
टरबूज,Product
काकडी,Product
कलिंगड,Product
पहिले करिंथकर,Event
आहार,Product
देश,Location
लॉकडाऊन,Event
प्रादुर्भाव,Event
हा,Person
जण,Person
डॉक्टर,Person
औषधे,Product
भाजपा,Person
भाजपा,Organization
,Person
,Organization
,Location
भूकAMPLE,Event
भूकंप मापन यंत्र,Product
हा,Person
स्टुडिओ,Organization
बर्लिन,Location
तुम्हाला,Person
मी,Person
संजय राऊत,Person
शिवसेना,Organization
षक स्पर्धा,Event
त्याचा,Person
मृत्यु,Event
जाग,Location
स्टीव्ह स्मिथ,Person
विराट,Person
सरकार,Organization
सुनावणी,Event
त्यांच्याशी,Person
डिनरला,Person
डिनरला,Product
हाऊसफुल ४,Product
तिने,Person
चौकशी,Event
तेजपाल,Person
वास्को,Location
येथील,Location
साडा,Product
केरळ,Location
एवेंट,Event
तव्य,Product
तेल,Product
पावाच्या चुऱ्य,Product
तान्ह्या मुल,Person
भाकरी,Product
पाछा,Person
पोलिस,Organization
ईद,Event
आर्थिक मदतीचे वाटप,Event
आगामी काळात,Event
राजस्थान अधिनियम,Event
सचिन पायलट,Person
पराभव,Event
पोलाद केंद्रीय राज्यमंत्री,Person
भारत पोलाद,Person
विष्णूदेव साई,Person
पोलाद मंत्रालय,Organization
भारत पोलाद,Organization
भारत पोलाद परिषद,Organization
मुंबई,Location
भारत पोलाद 2019 परिषद,Event
प्रदर्शन,Event
हा,Person
शेतकऱ्यां,Organization
येथील,Location
उद्रेक,Event
अक्षय कुमार,Person
सेट,Event
ट्विटर,Product
सिनेमा,Product
ते,Person
वायूसेन,Organization
आकाश,Location
प्रदर्शन,Event
राफेल,Product
तेजस,Product
लाढाऊ विमान,Product
हेलिकॉप्टर,Product
आकाश मिसाईल प्रणाली,Product
अस्त्र मिसाईल,Product
प्रवेश,Location
Smartphone,Product
याकोब,Person
एसाव,Person
तेथे,Location
एल बेथेल,Location
सामाजिक क्रांती,Event
मी,Person
भाजप,Organization
आलिया,Person
रणबीर,Person
केळ मिल,Organization
चीन,Location
स्फोट,Event
केमिकल,Product
पोलीस,Person
यावर,Location
ती,Person
आपल्या मुलां,Person
येथून,Location
बांगलादेश मुक्ति आंदोलन,Event
तुझे वडील,Person
तू,Person
त्या,Person
शासन,Organization
कुणी,Person
बीसीसीआय,Organization
भारत,Location
राहुल गांधी,Person
घणाघात,Event
त्यांनी,Person
परमेश्वर,Person
केबलसह,Organization
माउस,Product
ते,Person
आपल्या,Organization
विजय वडेट्टीवार,Person
रीड,Person
शेवटची,Event
भारत,Organization
ऑस्ट्रेलिया,Organization
स्पर्धेत,Event
पंतप्रधान,Person
डॉक्टर,Person
लहाणपणा,Location
शरद पवार,Person
तसंच काँग्रेस,Organization
प्रत्येक,Person
राजकारण,Organization
या,Person
बोगद्याचे,Person
साली,Event
मी,Person
त्या क्षण,Location
पाच महिला,Person
एका पुरुष,Person
त्यान,Person
त्यांच्या,Person
वक्तव्य,Event
विरोधक,Person
भाजप,Organization
हवामान विभाग,Organization
ठिकाणी,Location
अतिवृष्टी,Event
रस्त्यावर,Location
निकाल,Person
सर्वसंमतीने,Organization
अयोध्या,Location
खटला,Event
दिल्ली,Location
यावेळी सुरक्षेचा आढावा,Event
भारतीय,Person
क्रिकेट,Organization
भारत,Location
ऐतिहासिक क्षण,Event
भगवान,Person
भाजपच,Organization
तसंच,Person
भाजप,Organization
?,Location
?,Event
अयुक्त,Person
イク्बालसिंग चहल,Person
महापालिका,Organization
मुंबई,Location
गुरबाजने,Person
अफगाण,Organization
मी,Person
रणवीर सिंग,Person
दीपिका पदुकोण,Person
तिने,Person
फिल्म अ‍ॅण्ड टेलिव्हिजन इन्स्टитуа ऑफ इंडिया,Organization
पुण्य,Location
आपण,Person
भारत,Location
ओळखपत्र,Product
नोंदणी कार्ड,Product
रास्तारोका,Location
--user,Person
त्यां,Person
पशू,Product
कोण,Person
म्हणत्या,Organization
मारुन टाका,Product
आई,Person
विश्व,Location
माझी बहीण,Person
ऑस्ट्रेलिया,Location
スコटランド,Location
इंग्लंड,Location
कामगिरी,Event
सरकार,Person
सरकार,Organization
तग्नरूण,Person
पोलिस,Organization
स्फोट,Event
पोलिसांना,Organization
युद्ध,Event
त्याने,Person
त्यांचे,Person
बोचऱ्या,Product
टॉमने,Person
मेरी,Person
टोमॅटो,Product
नातेवाईक,Person
निमगीरे,Person
पोलीस,Organization
रेल्वे,Organization
माझ्या देश,Location
रेल्वेच्या तिकिट,Product
पोलिस,Organization
लगेचच,Event
ashा,Person
बाबींशी,Person
उद्धव ठाकरे,Person
फडनवीस,Person
गडकरी,Person
कंगना,Person
आदित्य पांचोली,Person
तिच्या बहिणी,Person
मारहाण,Event
लैंगिक शोषण,Event
दीपक शिर्के,Person
जय,Person
आपल्या,Person
आयुष्य,Event
आयुष्याचे भाग,Event
हिमालय,Location
अँडीज,Location
हिंदुस्थान,Location
पाकिस्तान,Location
मी,Person
तुम्हाला,Person
काँग्रेस,Person
काँग्रेस,Organization
गांगुली,Person
फारशी मोठी नावे,Event
तर मग,Person
सैतान,Person
देव,Person
माधुरी दीक्षित,Person
करण जोहर,Person
नेटफ्लिक्स,Organization
ऐका,Person
भाजप,Organization
रामनाथ कोविंद,Person
संसद,Organization
अर्थसंकल्पीय अधिवेशन,Event
महाराज,Person
कुलस्वामिनी,Person
प्रतापगड,Location
आपण,Organization
विदर्भ,Location
मराठवाड्य,Location
बटाट्यात स्टार्च,Product
तिथे,Event
रिपेअर,Event
नागरिक,Person
परिसर,Location
भाजप,Organization
राज्य,Location
या बैठक,Event
महात्मा गांधी,Person
नीतिमत्ता,Person
बायबल,Organization
पेट्रोल,Person
डिझेच्या,Organization
वाढ सुरू झाली,Event
पेट्रोल,Product
पेट्रोल,Product
यहोवाच्या,Person
येशून,Person
चित्रपटाने,Organization
बॉक्स ऑफिस,Location
मी,Person
त्यां,Person
प्रियंका चतुर्वेदी,Person
काँग्रेस,Organization
शिवसेना,Organization
त्याला,Person
चित्रपट,Event
प्रशासन,Person
पोलीस,Organization
स्टेंट,Product
येथे,Location
पाणी,Product
६५९,Person
लोक सेवा आयोग,Organization
ताटीला,Location
आन,Location
हे,Person
घरात,Location
त्याल,Location
तज्ज्ञांनी,Person
सोन्याच्या किंमतीं,Product
रोहित शर्मा,Person
वनडे क्रिकेट,Event
बोअरवेल्स,Organization
अशा ठिकाणी,Location
काश्मीर,Location
शहीद,Event
मी,Person
उमेदवार,Person
निवडणूक,Organization
निवडणूक,Event
देव,Person
मोशे,Person
इस्राएली,Organization
देश,Location
शरद पवार,Person
एमसीएच,Organization
प्रत्येक,Person
BWF,Organization
ऑलिम्पिक,Location
बॅडमिंटपटू,Event
 आपल्या,Person
मार्गांनी,Location
तुम्ही,Person
आप,Person
भूतकाळ,Event
भविष्यात,Event
तरुण,Person
शिव प्रताप शुक्ला,Person
होता,Person
आप,Person
परिवार,Event
सचिन तेंडुलकर,Person
डेविड वॉर्नर,Person
ख्रिस गेल,Person
हाशिम आमला,Person
विराट कोहली,Person
सनथ जयसूर्या,Person
अजित डोवल,Person
भारत,Location
दंगल,Event
भीषण अपघात,Event
येशू,Person
मी,Person
का,Person
त्यांनি,Person
स्टॅच्यू ऑफ युनिटी,Organization
एकता नर्सरी,Organization
येथील,Location
स्थल,Location
सियोनच्या राजवा,Person
उंच भिंती,Location
लीटर,Product
एएफपी,Organization
वृत्तसंस्था,Organization
जपान,Location
菲律賓,Location
Salman,Person
Atul Agnihotri,Person
माकडीण,Person
इंद्रायणी महाविद्यालय,Organization
इंद्रायणी,Location
आमदार,Person
भाजप,Organization
यशया,Person
इस्राएली,Organization
राष्ट्र,Location
जन्म,Event
मुंबईतील एका खासगी रुग्णालयात,Organization
मुंबई,Location
हत्ती,Location
ही माझी भूमिका,Person
विशाल मिश्रा,Person
शिवपाल यादव,Person
फिरोजाबाद,Location
लोकसभा निवडणूक,Event
सिरिअल कंसोल रिमोट,Product
त्याने,Person
तिला,Person
तिनेही,Person
शाहिद,Person
मीरा राजपूत,Person
शाहिद,Person
जन्म,Event
प्रदेश,Location
नागालँड,Location
मिझोराम,Location
मणिपूर,Location
हिंदुस्थान,Location
म्यानमार,Location
ईशान्य,Location
अटल बिहारी वाजपेयी,Person
नायडू,Person
नायडू रुग्णालय,Organization
पुण्य,Location
अहाब,Person
यहोशафाट,Person
मनून,Person
आम्ही,Organization
स्वतः,Person
ठेवण्याच्या,Location
विद्यापीठ व्यवस्थापन परिषद,Organization
बैठक,Event
बकरा,Product
गोऱ्हा,Product
कΟΚरु,Product
शासन,Organization
त्या,Person
राहुल गांधी,Person
राजीनाम,Event
बँकांनी,Organization
सरकार,Organization
मी,Person
तुझा,Person
गोपीचंद पडळकर,Person
भाजप,Organization
बारामती मतदारसंघ,Location
वारी,Event
विराट कोहली,Person
मुंबई,Location
भारत,Location
पोलिसां,Person
अमेरिकन दूतावास,Organization
घटने,Event
आयुष शर्मा,Person
वरिना हुसैन,Person
लडाख,Location
today opened,Event
पर्यटक,Product
ट्रेकिंग मार्ग,Product
त्याला,Person
सायन रुग्णालय,Organization
सायन,Location
आरोपीला,Person
पोलिस,Organization
घटनेनंतर,Event
आता,Person
आम्ही,Organization
या संस्था,Organization
राजी,Person
मी,Person
सुपारीचे खांडही,Product
तिच्या,Person
मृत्यू,Event
Coronachy,Event
मनोहरलाल शर्मा,Person
चंद्रकांत पाटील,Person
मुद्द्यांवर झाले,Event
तेल कंपन्यां,Organization
एलपीजी सिलिंडर,Product
एलप็จी,Product
बँक,Organization
महाराष्ट्र,Location
परिस्थिती,Event
या संपाला,Person
डोंगरावर,Location
वाडगा,Location
मध्ये,Location
भारत,Location
बचत गटाचे सदस्य,Person
महिला,Person
पुरुष,Person
बचत गट,Organization
स्वतः,Person
जीएसटी,Person
सदस्य,Organization
त्याची,Person
महिन्याकाठी,Location
प्रणव मुखर्जी,Person
गुरुवारी पुरस्कार,Event
दारू,Product
भारतीय रेल्वे,Organization
राज्यात,Person
राज्यात,Location
तू,Person
माझे,Organization
मच्छीमार,Person
समुद्र,Location
सखी,Person
मामीने,Person
पंतप्रधान नरेंद्र मोदी,Person
नेपाळ,Location
भारत,Location
त्याने,Person
दोघे,Person
जिल्ह्यात,Location
अपघात,Event
धन्वी भानुशाली,Person
सचेत टंडन,Person
तनिष्क बाग्ची,Person
पण,Person
बेथेल,Organization
बेथेल,Location
कँडिडा,Person
भारत,Location
काय पोलिस,Person
तमाशा,Event
भाजप,Person
भाजप,Organization
गुलाल,Person
सभे,Product
ईशा अंबानी,Person
आनंद पिरामल,Person
लग्न,Event
त्यांच,Person
औषधोपचार,Product
विद्यार्थीनीं,Person
कलाविष्कार फेरी,Organization
मी,Person
ते,Person
काँग्रेस,Organization
सातारा जिल्हा,Location
मात्र,Organization
त्यां,Person
शाळा,Organization
जागतिक,Organization
भाजपा,Person
काँग्रेस,Person
भाजपा,Organization
काँग्रेस,Organization
तुम्हाला,Person
घर,Location
कठडा,Product
विमानांवरही,Event
तसंच,Product
पोस्टमन,Person
पोस्टमन,Organization
वेळेसाठी,Event
झाली,Event
त्यां,Person
मी,Person
न्यायालय,Person
न्यायालय,Organization
सत्व ग्लोबल सर्व्हिसेस प्रायव्हेट लिमिटेड,Organization
जितेंद्र जोशी,Person
अनिकेत विश्वासराव,Person
अक्षय टांकसाळे,Person
हेमंत ढोमे,Person
देव,Person
तर,Organization
परिसर,Location
शोधमोहीम,Event
याविषयी,Person
माजी उपमुख्यमंत्री,Person
राष्ट्रवादीचे नेते छगन भुजबळ,Person
שिवसेन,Organization
माणूस,Person
जहानाबाद,Location
भारत,Location
बिहार,Location
एका तरुण,Person
चौकशी,Event
पीक,Location
दावीदा,Person
परमेश्वर,Person
मंदिर,Location
